,review
4805,"I happened into the den this morning during the scene where Ed was engaged in the 3-Way and thought my wife was catching up on some early morning porn! Much to my surprise it grabbed my attention and I rewound it and we started watching it at 4:30 in the morning! What a very entertaining, rich, funny and well developed plot line and script. We both thoroughly enjoyed it, my wife so much that she shared the experience with her girlfriends at work! Going on to recommend it and say what a ""kick"" she got out of it. I am in my late 40's and she in her early 50's. I think this movie would have appeal to both young and old. An unexpected, very enjoyable surprise. Nice work! Thanks! Two thumbs up!"
4806,"The third film from the Polish brothers is their best, most beautiful, imaginative film yet. Though many audiences will have a problem with Northfork's lack of traditional dramatic structure, ""Stick with it, Jack!"". The plot is difficult to summarize, so just know that the story includes: agents trying to evacuate a city, God in a cowboy hat, the selling of angel wings, and a sick orphan (but it all works). M. David Mullen's extraordinary photography makes almost every frame exciting and wonderful to look at. The performances of the actors, working with the Polish Brothers' inspiringly offbeat script, are pitch-perfect and give the film its emotional punch. The strong-willed audience member will be moved by the mythology and folk tale of the story, the comic and moving actors, and finally the incredible courage and command that Michael Polish shows behind the camera. Again all of these incredible and seemingly disjointed elements come together magnificently in one of the most incredible things you should run out and experience. A great, great, great movie!!!"
4807,"What makes this one better than most ""movie movies"" is that it doesn't feel phony. The film the story of the hot-headed director and his rise and fall and rise, by using real recognizable names and events during the silent and early sound eras. Instead of the generic ""sound will put us out of business"" business, they actually SHOW Jolson and ""The Jazz Singer"". The acting is really quite good, with believeable performances from Don Ameche, Alice Faye and J. Edward Bromberg in particular."
4808,"Streisand fans only familiar with her work from the FUNNY GIRL film onwards need to see this show to see what a brilliant performer Streisand WAS - BEFORE she achieved her goal of becoming a Movie Star. There had never been a female singer quite like her ever before, and there never would be again (sorry, Celine - only in your dreams!), but never again would Streisand sing with the vibrancy, energy, and, above all, the ENTHUSIASM and VULNERABILITY with which she performs here - by the time she gets to that Central Park concert only 2 or 3 years later, she'd been filming FUNNY GIRL in Hollywood and her performing style has become less spontaneous and more reserved, more rehearsed (and, let's face it: more angry) - there's a wall between her and the audience. Live performing was never what she really enjoyed - she did it because she knew it was her ticket to Hollywood, and once she no longer had to do it she's done it as little as possible (and oh, that legendary stage fright provides such a good excuse!).<br /><br />Her vocals here and on her earlier Judy Garland Show appearance are incredible: Streisand could truly make an old song sound new again, and composers such as Richard Rodgers and Harold Arlen loved her for it. But by the 1970s Streisand was trying to be a ""rock"" singer, her albums pandering to the younger audiences, with over-wrought shrieking of songs that were unworthy of her effort or her voice. <br /><br />In the '80s she came back with that brilliant ""Broadway Album,"" but went on and on about what a struggle it was to get it done, how ""they"" told her not to do it, etc. Oh please - when has anyone told Streisand what to do? She could have been doing good stuff like that all along, bringing audiences UP to her level instead of stooping to what she thought the young public wanted. (The ""Back to Broadway"" sequel wasn't nearly as good, as Streisand seems to feel it necessary to improve on other composers' work: if he were alive at the time, would Richard Rodgers have even recognized his own ""Some Enchanted Evening""? Rodgers, notorious for taking singers to task for playing around with his melodies, would undoubtedly have been after Streisand to sing what he'd written! She also blows Michael Crawford off the CD in their duet of ""Music of the Night"" - apparently reminding him just whose CD this is. Why does she insist on taking songs that are duets and singing them by herself, and songs that aren't duets and singing them as duets with someone else who she then goes on to diminish?)<br /><br />Supposedly Judy Garland took Streisand aside and advised her, ""Don't let them do to you what they did to me,"" advice Streisand wasted no time in heeding - despite her protestations to the contrary, surely it looks like it's always been her way or the highway. Just imagine - SHE told the CBS brass how her first TV special would be done - no guests, just HER.<br /><br />But nobody can argue with the results that are so evident here. Treat yourself to this brilliant musical phenomenon BEFORE she was a legend - you'll be absolutely amazed at the difference!<br /><br />PS - I watched this again last night (12/01) after not having seen it for many years - it was even BETTER than I remembered! The 1st Act begins with ""I'm Late"" and includes ""Make Believe"" and ""How Does the Wine Taste,"" and Barbra's homage to childhood, ""I'm Five"" - it climaxes as Streisand appears with full (and I mean FULL) orchestra to sing ""People"" - she wasn't bored with the song yet and although it's a somewhat shorter rendition it really soars - compare it to some of her later ""auto-pilot"" versions. The 2nd act (after Streisand's ""kooky"" schtick-patter, which hasn't changed much over the years) is the famous series of Depression songs set amidst the extravagance of Bergdorf-Goodman's.<br /><br />The 3rd Act is the stunner - call it ""Streisand, the Orchestra, and the Audience"" (although we never see the audience that supposedly witness this historic event). With her fear of audiences and dislike of such performing, this may have been the toughest part for her, but if so, to her credit it doesn't show. She tears through ""Lover Come Back to Me"" and the torchy ""When the Sun Comes Out"" (though I can't remember in which order!), the poignant ""Why Did I Choose You? (one of my all-time favorite Streisand performances) and offers a medley of FUNNY GIRL songs, including (of course) ""Don't Rain on My Parade"" and my favorite song from the score, ""The Music That Makes Me Dance"". Explaining that ""Fanny Brice sang a song like that in 1922, and it made her the toast of Broadway"", Streisand then sings ""My Man"", and it's almost a dress-rehearsal template for her later screen rendition in the FUNNY GIRL film (the main difference being that the black gown here is sleeveless - her film gown had long sleeves and against the black background all we saw were her hands and face), but the vocal here is more urgent and charged than her later film vocal. (Her performance of the song has everything to do with Streisand and nothing to do with Fanny Brice who, of course, never sang the song in such an all-out manner as Streisand does here or in the film - see THE GREAT ZIEGFIELD for a glimpse of Brice's more understated version.) The show ends with Streisand singing ""Happy Days Are Here Again"" over the credits.<br /><br />When it was over I said to the friend I was watching it with, ""She has NEVER, EVER, done anything better!""<br /><br />And she was TWENTY-THREE YEARS OLD!"
4810,"I wish I was first exposed to this in a movie theater when it was first released, as some of the commentors had been. It really is a treasure. To be fair I have not seen any other version of Goodbye, Mr. Chips and neither do I want to. To me this stands as a perfect version. I first saw it on TCM years ago and never forgot it. I had the pleasure of watching it with my girlfriend yesterday, although I had recorded it from TCM days earlier. There were portions of the movie in which both of us were teary-eyed, it really is a moving movie.<br /><br />And shouldn't that be what movies are all about?<br /><br />The music is beautiful, the film was shot wonderfully. The acting is top notch. And the story is delicate and timeless.<br /><br />One of my favorite movies of all-time."
4811,"I loved the story. Somewhere, a poster said there are no families like the one portrayed in this film. Well maybe there ought to be. I thought everybody seemed really human and believable. What a top notch cast. What great music on the soundtrack. What a nice this, and what a nice that, but most of all, I will say two words to recommend this film.<br /><br />Steve Carell.<br /><br />He really showed a nice, subtle depth that touched me. He was truly commanding as a widower who had dedicated himself maybe a little too much to being a good dad first, at the cost of denying his own needs.<br /><br />Did he act like a petulant ass? Why, yes he did.<br /><br />And you see, that's what was perfect about this film. The actor who played this character made me believe he was FEELING something, and not simply ACTING like he was feeling something, and he conveyed to me perfectly what it was that he was feeling, and what he was feeling was denied.<br /><br />Denied happiness.<br /><br />Denied fulfillment.<br /><br />Denied love.<br /><br />Losing your love is painful beyond belief, and many who do so will never feel something like that again.<br /><br />Beautiful film.<br /><br />I gave it an eight out of ten."
4813,"I took part in a little mini production of this when I was a bout 8 at school and my mum bought the video for me. I've loved it ever since!! When I was younger, it was the songs and spectacular dance sequences that I enjoyed but since I've watched it when I got older, I appreciate more the fantastic acting and character portrayal. Oliver Reed and Ron Moody were brilliant. I can't imagine anyone else playing Bill Sykes or Fagin. Shani Wallis' Nancy if the best character for me. She put up with so much for those boys, I think she's such a strong character and her final scene when... Well, you know... Always makes me cry! Best musical in my opinion of all time. It's lasted all this time, it will live on for many more years to come! 11/10!!"
4815,"83 minutes? Nope, this thing is 72 minutes, tops.<br /><br />If you cannot guess the killer in this movie, you had better throw your TV out the window, because you ain't learned nothing in 20+ years of cinematic slasher history.<br /><br />And how come the plain star who never gets naked is always the one you want to get naked?"
4816,"""Death Lends A Hand"" is one of the pivotal early episodes of ""Columbo"" that helped define the show for the next thirty years. It marks the first of Robert Culp's four appearances (three as a murderer), playing much the same role in each show.<br /><br />In this case Culp plays Brimmer, the head of a large private detective company who is asked to investigate whether the wife of a wealthy newspaper magnate, Mr Kennicut, is having an affair. Although she is, Brimmer decides not to tell Kennicut, in the hope that he can blackmail his wife in return for snippets of information about her husband's business associates. She reacts badly to this suggestion, an argument ensues which rapidly turns violent as Brimmer whacks her across the face. Because he is wearing a large ring, the blow knocks her to the ground and kills her.<br /><br />There are some really priceless moments in this episode. One of my favourite scenes is where Columbo pretends to be into palm-reading, although this is in fact a ruse to discover the shape and size of Brimmer's ring without admitting that he knows the killer wore a ring. Columbo being Columbo, he only reveals what he really knows when the time is exactly right to turn the screws a little. So initially he goofily plays the part of a rather simple-minded man who gets excited by the ""lifeline going over the mound of the moon"", or some equally ridiculous palm-reading mumbo-jumbo.<br /><br />Another great scene is when Brimmer tries to offer Columbo a job for his firm, effectively bribing him to stop poking his nose around. Again, Columbo doesn't reveal that he knows what's going on, he pretends to be honoured and excited by this job offer.<br /><br />And there's another where Columbo says to Kennicut, in front of Brimmer, that he wishes the murderer could hear their conversation. He wants to hint to Brimmer that he is onto him, without directly accusing him, so he rather cruelly (but understandable in the circumstances) decides to play mindgames on Brimmer in order to spook him into panicking and doing something stupid. Which of course he does! All the while, the grieving Kennicut is unaware of the subtext of this conversation. It's only near the end that Columbo explains all to Kennicut (not shown on screen).<br /><br />I won't reveal how Columbo finally nails the killer bang to rights, but let's just say there's a potato involved... <br /><br />A really really good episode, possibly the very best of the first series. If you liked this then you'll like ""Double Exposure"" too, also featuring Robert Culp."
4819,"Without doubt the best of the novels of John Le Carre, exquisitely transformed into a classic film. Performances by Peter Egan (Magnus Pym, The Perfect Spy), Rudiger Weigang (Axel, real name Alexander Hampel, Magnus' Czech Intelligence controller), Ray McAnally (Magnus' con-man father) and Alan Howard (Jack Brotherhood, Magnus' mentor, believer and British controller), together with the rest of the characters, are so perfect and natural, the person responsible for casting them should have been given an award. Even the small parts, such as Major Membury, are performed to perfection. It says a lot for the power of the performances, and the strength of the characters in the novel that, despite the duplicity of Magnus, one cannot help but feel closer to Magnus and Axel than to Jack Brotherhood and the slimy Grant Lederer of U.S. Intelligence. I have read the book at least a dozen times, and watched the movie almost as many times, and continue to be mesmerized by both. If I had one book to take on a desert island, A Perfect Spy would be the choice above all others."
4821,"Sammi, Curr a metal rock god, they tried to stop him, they tried to ban him, the tried to censor his music!! (much like the real life Dee Snider, from Twisted Sister,[Tipper Gore] or Ozzy Osborne) Killed in a fire, Sammi Cure was suppose to play on halloween at his old high school for a dance.. Now Eddie Weinbauer , his #1 fan, and the only one who knew how sammi was, and what he felt (or did he?) Nuke, the d.j. at the local radio station (Gene Simmons) has and gives the only copy of Sammi's last record Eddie.. But when Eddie tries to play the record backwards, he finds Sammi talking to him from the dead, and telling him what to do to get back at the bullies at his school that hate him and his music.. Everything works out until, Sammi starts to kill!! A great movie and must see for heavy metal hairband fans, with a great sound track by Fastway, and just in case you don't know what The songs sound like or know Fastway and doesn't like them, they changed there voice a bit and there style as well to sound like the more known Cinderella, or Ratt.. Is the movie a true horror movie? Well that depends on what you call a horror movie, To me a true horror movie is a slasher, with lots of killing, or just plain be scary.. This movie is neither, not enough deaths, but it can't be called a action, comedy, drama, suspense, or thriller, so that is why I would guess it has to be a horror.. So if you wanna ""Rock N' Roll, Rockin' on the mid night steel your soul!!"" Than Sammi Curr and Trick or Treat is the for you.. I mean ""what are you afraid of? It's only Rock 'N' Roll!?!"""
4823,"One of my favorite movies to date starts as an adventure through the wild side of a team of four men from Atlanta. The idea of living the Chulawasse river before it's turned into a lake comes from Burt Reynold's Lewis, who unconsciously drowns his fellas into their worst nightmare. But if the first half of the film appears rather like an action movie, the second half carries the viewer into a totally different story, with our men forced to make a decision that (they know) will change their lives forever. In very bad ways. At the end of the movie, each person is gonna be forced to deal with the scars of what had just to be a quite week-end on the river but muted into a fight for survival. The movie (except some pretty evident goofs) is very well directed and beautifully shot into a paradise of nature that steals your breath. The photography is excellent as well. Voight, Reynolds, Cox and Beatty are all excellent in showing how a single event can ruin in different ways four different lives only tied to the same mistake."
4824,"This was a great movie, I would compare it to the movie The Game. You get to the end of the flick and cant move... your brain has been removed and shaken (not stirred) and put back in your head. Dont plan anything after this movie, you will need time to think about what just happened.<br /><br />Dont come to this movie expecting the Matrix style multi millions spent on special effects, this movies special effects come from the actors, they keep you involved, no, they suck you in and dont let go for the entire duration of the movie. Great acting, great plot... very enjoyable film, I cant say enough. Also very original plot, plenty of twists and ideas that I would have never thought of. The ending is abrupt and leaves you hanging wondering, was that real? Is this really the end? Good ending, not saying that it is bad... just leaves you wondering, and a little frazzled.<br /><br />Great movie for those who like action, like a good plot (dont get up for a bathroom break on this movie, you will come back lost) and like mind games, because thats exactly in a nutshell what this is."
4825,"Can't believe that Bostock's Cup isn't available on a proper video or DVD yet. I've only seen it once, on a dodgy copy taken off the TV and despite not being a footy fan (at all,) thought it was one of the funniest things I've ever seen.<br /><br />The famous sloping pitch of wherever it was, the clueless coach driver (""Ponty-this, Ponty-that"", ""I'll take the next exit""), the pointless plot; it all added up to aching sides.<br /><br />Being stuck in the US I'm desperate for some good British humour but not quite enough to spend the amount that the production company are asking for. C'mon, get it out on kosher DVD pronto."
4826,"I absolutely adored this movie. For me, the best reason to see it is how stark a contrast it is from legal dramas like ""Boston Legal"" or ""Ally McBeal"" or even ""LA Law."" This is REALITY. The law is not BS, won in some closing argument or through some ridiculous defense you pull out of your butt, like the ""Chewbacca defense"" on South Park.) This is a real travesty of justice, the legal system gone horribly wrong, and the work by GOOD lawyers - not the shyster stereotype, who use all of their skills to right it. It will do more for restoring your faith in humanity than any Frank Capra movie or TO KILL A MOCKINGBIRD. And most importantly, I wept. During the film, during the featurette included at the end of the DVD - it's amazing. Wonderful film; wonderfully made. Thank God the filmmakers made it."
4827,"I am writing this after just seeing The Perfect Son at the 2002 Gay and Lesbian Mardi Gras Film Festival in Sydney, Australia.<br /><br />When their Father dies, two estranged brothers meet at the funeral and after discovering that one of the brothers is dying from AIDS, they enter on a heart warming journey of reconciliation. The two leads do a magnificent job of creating the gradual warmth and respect that builds up between them as the movie progresses. I do have one qualm about the movie though - whilst the brother who is dying acts sick, he doesn't look it. A person of 0 T4 cells would look quite ill - not even a make up job to make the actor look ill was employed. A small gripe, but one that makes it a bit less realistic. Despite that one small gripe, The Perfect Son is a wonderful movie and should you have the chance to see it- do. I'm hoping for a DVD release in the near future!"
4834,"I found this movie to be very well-paced. The premise is quite imaginative, and as a viewer I was pulled along as the characters developed. The pacing is done very well for those that like to think--enough is kept hidden from the viewer early on, and questions keep arising which are later answered, producing a well-thought out and very satisfying film, both cerebrally and from an action standpoint.<br /><br />It seems some people were looking for a non-stop roller-coaster ride with this film--one of those that comes charging out of the gate. This would be more analogous to one of those coasters that first takes you slowly up the hill--creating a wonderful sense of anticipation--and is ultimately, in my mind, more fulfilling for the foundation initially laid.<br /><br />Excellent film."
4835,"For me personally this film goes down in my top four of all time. No exceptions. James Cameron has proved himself time and time again that he is a master storyteller. Through films such as Aliens, The Abyss and both Terminators it is clear that he was a brilliant and confidant director as far as action and science-fiction goes. He sees a story and adds a strange quality to the film. But Titanic is so much different to his other strokes of brilliance. The film is exceptionally moving and allows room for surprises, plot development and interesting character developments in a story that everyone knows. The story of the famed voyager sinking on her maiden voyage is legend so the challenge was for Cameron to make a truthful, interesting and entertaining film about it. The acting is wonderful as Leonardo DiCaprio who plays Jack and Kate Winslet who plays Rose became superstars overnight with the release of this film and in most films I get annoyed when the supporting characters aren't given a lot to do but in this film it is more purposeful because as an elderly Rose (Gloria Stuart) tells her story it is quickly apparent that it is Rose's and Jack's story alone, no one else. Emotionally it is entirely satisfying and can leave no dry eye in a theater or home. The music has become iconic and legendary. It is composer James Horner's finest soundtrack ever and evokes so much from the film and the audience. The song after so long has become annoying but I still appreciate it for the phenomenon it is and this film is. Only one problem, the usual James Cameron problem, is the dialogue which is memorable but in a bad way as in how cheesy it is at points but all that aside. James Cameron has delivered a masterpiece and a romantic epic that sweeps you away on a journey of a lifetime. My heart won't go on from this one."
4836,This movie is definently a horror movie and if you do not get scared than you must not be watching this movie. It works on the old techniques but throws something new into the mix. This movie grips and runs and hides within your mind. The movie has a point to it unlike other horror movies. Watch it for a thrill and shock to your system.
4837,"After watching the Next Action Star reality TV series, I was pleased to see the winners' movie right away. I was leery of such a showcase of new talent, but I was pleasantly surprised and thrilled. Billy Zane, of course, was his usual great self, but Corinne and Sean held their own beside him. It was also nice to see Jared and Jeanne (also from the competition) in their cameo roles. Sean's character, not Billy's, is the hunted, and his frustration at discovering new rules in the game is well played. Corinne walks the tightrope well between her character liking Sean's and only being in it for the money. I loved how the game was played right to the last second. And then beyond! Not a great movie, but an entertaining one all the way and a great showcase for two folks on their first time out of the gate."
4838,"I LOVE the Doodlebops. My son has been watching them for over a year. We went to the Doodlebops concert last year as well as one concert yesterday (connecticut). He LOVES them. The doodlebops do not teach the alphabet or numbers but who cares? are you being serious? the TV isn't suppose to teach your children about numbers or the alphabet. the parents should. Get over it. The Doodlebops actually CAN sing. Deedee has a beautiful voice and in concert you can tell all 3 of them have nice singing voices and do NOT lip sing. Imagine, they dance, jump around and STILL sing. they have talent, the kids love them i even enjoy watching the show. This show is by far the best show on TV for kids. AND a rock band for children. How amazing is that? Why are people saying Chad (rooney) is gay? where did you hear that from? Whether he is or not, He is awesome! Leave him alone. Its not like he or anyone else is promoting homosexuality to our children!"
4840,"This is a film that everyone should watch. Quite apart from raising hugely important points (while South Africa is on the road to recovery there are still many countries in similar situations now), it is superbly directed while Denzel Washington gives, in my opinion, the best performance in his career so far. Kline also gives a good performance, although perhaps not as stunning as Washington's. John Thaw also puts in a good turn as the Chief of Police.<br /><br />There are so many possible areas where a film on apartheid could fall down, but all of these have been avoided. It would be easy to simply portray white people as the bad guys and black people as the good guys, but Attenborough has not done this. Sure, there were some white characters who seemed inherently evil, such as the Captain at the Soweto uprising, but to add extra dimensions to all the characters would make the film unbearably long. Some people complain about the length of the film as it is, but I think it needs the whole two and a half hours to tell the whole story, for it really is an incredible one.<br /><br />The best scene in the film is that of Steve Biko's funeral. When the whole crowd begins to sing the South African national anthem, it is probably one of, if not the most moving scenes I have seen.<br /><br />If you haven't seen this film already: watch it. It may not be comfortable viewing, but it's certainly worth it."
4843,"Time and time again, I've stated that if people don't want remakes or sequels made, they should stop seeing them and instead venture into the world of independent film. Having said that though, the last time I saw an independent film myself must have been easily six months ago. So here's a review for an indie that I had my attention drawn to on Youtube; the Cure.<br /><br />Right away, you can tell that the film is going for an avant-garde film approach which is telegraphed in its use of extreme close ups, scopophilia and fast editing. It is proud of the way it looks - and it has a right to be. For the most part it is a very nicely composed little piece, save for one inexcusable disregard for the 180 degree rule and a comically bad gunshot effect which is a phenomenon that seems to be THE calling card for self funded projects.<br /><br />Still, despite these amateurish mistakes the majority of the shots are actually a pleasure to look at. We're presented with a good use of props and locations, good visual acting and some very atmospheric, fluid editing, which is made more commendable as this is definitely something you won't see very often at all from a Youtube submission. The plot is fragmented and although the basic premise is fairly simple some may find it hard to follow exactly what is happening, but what we are seeing here is avant-garde storytelling at work; you can't really expect a straightforward three act structure and if you do you might not be ready for this kind of movie.<br /><br />Where the film is unfortunately let down however is the sound. What you're going to hear throughout is a distorted voice-over which often sounds insincere and worse still is the continuous background music, which goes through minimal change and doesn't add much to anything. So much attention is paid to the visuals that the audio frankly sounds neglected, and this becomes really apparent when you realize you've just missed about four sentences of the narration and have to backtrack to pick up what slipped past your attention.<br /><br />So, give it a watch, but do it with the sound turned off.<br /><br />Last thought; was anyone else reminded of the cover for Doug Naylor's Red Dwarf novel ""Last Human"" early in the film? If you have the book you know what I mean."
4846,"The opening flourishes left me purring with delight at their inventiveness - the altered version of the Archers' logo, the introductory disclaimer, the way the camera pans over the cosmos. It's strange to think that `It's a Wonderful Life' came out in the same year. No great coincidence: the 1940s was awash with heaven-and-earth films; but the glowing cotton wool nebulas and cutesy angels of the competition look tattered, something best passed over in silence, when placed next to Alfred Junge's vision.<br /><br />It continues to look great all the way through, as more and more striking ideas are sprung upon us. I'm not a great fan of mixing colour with black and white in general. One of the two visual schemes almost always looks ugly when placed next to the other. Not so here. Powell dissolves colour into monochrome and monochrome into colour as if it's the most natural thing in the world, a mere change of palettes. Both the colour photography and the black and white could stand on their own.<br /><br />As for the story ... this may be Pressburger's best script, or at least it would have been had the conclusion been a more logical outcome of preceding events. Other than that it's tight, yet with more going on than I can possibly allude to here. Was the heavenly stuff real or imaginary? (Or both? Perhaps Carter dreamt up a fantasy that was, as it so happened, true.) Everyone says we're meant to neither ask nor answer this question, but I don't see why. I'm sure we ARE meant to ask the question. The film even gives us clues as to what the answer is - indeed, the problem is that there are too many clues and they seem at first to be pointing in different directions. The fact that other things ought to occupy our attention as well doesn't mean that this shouldn't occupy us as well. There is, as I've said before, a lot going on.<br /><br />Consider the scene in which Abraham Farlan (Heaven's prosecuting lawyer) plays a radio broadcast of a cricket match, and contemptuously says, `The voice of England, 1945.' Dr. Reeves (the defence) acknowledges the exhibit with a great deal of embarrassment, and then produces one of his own: a blues song from America, which Farlan listens to as though he's got a lemon in his mouth. Reeves looks smug.<br /><br />Snobbery? Well, I don't see why it's snobbish to condemn blues music - and that's not what Powell and Pressburger are doing, anyway. As the song is being played, we get a shot of the American soldiers listening to it: several of them nod their heads to the rhythm, perfectly at home. THEY don't find it incomprehensible. There's something valuable about the song and neither Reeves nor Farlan knows what it is. Reeves probably realises as much. All English audiences (and all Australian, Indian, etc. audiences as well) know without being told that there is something of value in the cricket broadcast, too; and that while Reeves understands THAT, he is unable to explain it to Farlan - hence the blues broadcast, which shows that people can understand each other without sharing an understanding of everything else. It's a clever scene.<br /><br />One last thing. I found David Niven a bit cold, without the charisma he would acquire later in his career; but even so, I don't think a film has grabbed my heart quite so quickly after the action began, as this one did."
4847,"The Merchant of Venice is a fantastic movie. It's very true to the original Shakespeare play. If you saw Jeremy Irons in Casanova and liked his performance, this is a movie for you! If you saw Joseph Fiennes in Shakespeare in Love and you enjoyed his performance, this is a movie for you! If you saw Al Pacino in Donnie Brasco and liked his performance, this is a movie for you! It is a very enjoyable movie and if you're studying Shakespeare like me, this is a great movie to see!! The only problem with this movie is that you can't let the little ones see it because is has a wee bit of nudity in it. But other than that, it's a really good movie!!"
4854,"Another reason to watch this delightful movie is Florence Rice. Florence who? That was my first reaction as the opening credits ran on the screen. I soon found out who Florence Rice was, A real beauty who turns in a simply wonderful performance. As they all do in this gripping ensemble piece. From 1939, its a different time but therein lies the charm. It transports you into another world. It starts out as a light comedy but then turns very serious. Florence Rice runs the gamut from comedienne to heroine. She is absolutely delightful, at the same time strong, vulnerable evolving from a girl to a woman.Watch her facial expressions at the end of the movie. She made over forty movies, and I am going to seek out the other thirty nine. Alan Marshal is of the Flynn/Gable mode and proves a perfect match for Florence. Buddy Ebsen and Una Merkel provide some excellent comic moments, but the real star is Florence Rice. Fans of 30's/40's movies, Don't miss this one!"
4855,"A top notch Columbo from beginning to end. I particularly like the interaction between Columbo and the killer, Ruth Gordon.<br /><br />As an avid Columbo fan, I can't recall another one in which he doesn't set up the killer at the end as he does in other episodes. In this one, as he's trying to determine the correct sequence of the boxes and the ""message"" that the nephew left behind, it finally dawns on him.<br /><br />The music in this episode is very good as well, as it is in many of other ones."
4858,"To be totally honest I wasn't expecting much at all going into 9 Souls even after reading heap upon heap of praise plied upon it but to say I was surprised would be a major understatement, in short I was totally blown away.<br /><br />The basic plot is as simple as they come, nine prison inmates ranging from a drug pusher all the way up to multiple murderer's escape from prison and go in search of a secret stash presumed to be forged money hidden by a tenth inmate who cracked and was dragged away by guards shortly before their escape but it's the direction that director Toshiaki Toyoda takes this simple story that is so brilliant and original perfectly blending drama, comedy and violence creating a truly one of kind movie that deserve's to be seen not only fans of Asian cinema but cinema in general.<br /><br />Superbly acted, emotional, funny, violent and at times very surreal this is a movie has it all."
4859,"I loved this movie. Great storyline and actors and good movie sets. It told the story in a way I can easily understand and pay attention to without falling asleep. I would like to know where I could get the soundtrack. I can not find it anywhere. Please email me if you know where I could get the soundtrack. Other than not being able to find the soundtrack I thought the movie was fascinating. Swayze did a great job. I think this is some of his best work. His past movies were OK, but this one really told a story for a change. This will go down in history as being one of the best TV films ever aired. Congrats to the producers and writers of such a great piece of work."
4865,The Buddy Holly Story is a great biography with a super performance from Gary Busey. Busey did his own singing for this film and he does a great job.
4867,"The Cameraman's Revenge is an unusual short not because of the subject matter (adultery) or because it's animated (Winsor McCay had introduced Little Nemo on film by this time) but because it depicts bugs to tell the story! Ladislaw Starewicz had originally wanted to film actual bugs fighting but couldn't get them to do it on camera because of the hot lights they suffered through so he took dead ones and started using stop-motion techniques to manipulate movements to his satisfaction. This short does a good job of putting human characteristics on little creatures such as riding motorcycles, painting, filming, kissing, and dancing. Starewicz would also make Frogland (1922) and The Mascot (1933) but his first notable work would be this one. If you're interested in this and the other shorts mentioned, check your local library to borrow the DVD The Cameraman't Revenge and Other Fantastic Tales from Image Entertainment."
4868,"The movie has a great written genre story. It features all of the usual Columbo ingredients; The way Lt. Columbo approaches and bonds to his suspect, the way the mystery unravels for him, Columbo's dog, the cat and mouse play, which is great in this one and luckily as well some good relieving humor, mostly involving the Columbo character. It's all written despite the fact that it doesn't even have a truly original concept. Columbo hunting down a detective/murder novel writer had been done more than once before in a Columbo movie.<br /><br />It's also an extremely well directed movie from James Frawley, who after this directed 5 more Columbo movies, in the '70's and '80's. He provided the movie with style and some truly great and memorable sequences.<br /><br />It's one of the slower moving Columbo movies, despite not having a too long running time. This style and approach doesn't always work out well for a Columbo movie but in this movie it does, which is perhaps not in the least thanks to the acting performances of the movie.<br /><br />Most Columbo movie either starred a big well known star or a star from the early days of film-making, as the movie its murderer. This movie stars the rather unknown 81 year old Ruth Gordon. She didn't starred in an awful lot of movies throughout her career but she is still well known to some, mostly for her role in ""Rosemary's Baby"", which also won her an Oscar. She had a realistic and somewhat unusual style of acting, which some people might not like though. It earned her 4 more Oscar nominations throughout her career, prior to her win for ""Rosemary's Baby"", in 1969. She has some great interaction as well with Peter Falk in their sequences together.<br /><br />The movie also stars a still young G.D. Spradlin. I say young because I only know him from his latest productions out of his career, despite the fact that he already was 57 at the time of this Columbo production. He is still alive but retired from acting, ever since 1999.<br /><br />An even better than usual Columbo movie entry.<br /><br />8/10"
4869,"This reminded me of Spinal Tap, on a more serious level. It's the story of a band doing a reunion tour, but things are not harmonious between them. I was especially impressed with the performance of Bill Nighy as Ray. You felt sorry for him, yet he had a certain creepiness about him. It's a great movie to watch if you have ever seen your favorite band get wrinkly,old and pathetic.Bittersweet, highly recommended.."
4870,"Generally I like something light and fun, so this film shouldn't have appealed to me. But it grabbed me from the start. The story of a family's choices and challenges seem obvious, but it raises the question over and over: ""What if it was my family? My choice?"" I cried and laughed when they did because I really felt what the people involved felt. It was in places difficult to watch, but more difficult to turn away. The story is true, and life is sometimes difficult to watch! It shows what film-makers can do without sex, violence, or special effects: a good story is a good story all by itself. The best and most unpredictable stories are all true ones. Like real life, you really don't know what'll happen next, or why people do the things that they do!"
4872,The Chasers War On Everything. 5 words that I love to watch. The chasers war on everything is an excellent Australian comedy. As the name suggests they wage war on everything. They seem to love hitting the politions most of all.<br /><br />The Chaser is one of the best comedies I have seen and is the top of the line in Australia. It is on the Australian Broadcasting Corparation (ABC) which is where some of the best comedies are.<br /><br />It has won the Australian Film Industry (AFI) awards but did not win the best comedy at the logies. <br /><br />Last Year (2006) the chaser was aired on ABC on Friday nights when everyone was out so no one could watch it. Well they have been moved to Wednesday nights at 9pm (a heaps better timeslot) and the best thing is if I miss an episode or even just want to see it again i can download it from www.ABC.net.au/chaser.
4873,"I almost stopped watching Hindi movies because of the mediocre quality and story lines. One exception for this is Ramgopal Verma movies. This is a nice movie with great performances from the star cast. This is must see movie for those who are sick of watching stupid dancing and love stories. The adaptation of the story and characterization was exceptional good.You should watch this movie for Nana Patekar. based on the life of Mumbai cop Daya Naik this movie deals in a more realistic way. The film delves into the life of the common man, which he has apart from being an encounter specialist. I rate this as one of the best movie of the year"
