,review
279,"Absolute must see documentary for anyone interested in getting to the bottom of this story. Told with unflinching eye and with gripping style. If you think conspiracy theories are for paranoid disturbed people, this could change your mind. Something for you feds too: A good model for government coverups! If you like your news all tidy and easy to consume this is not for you."
280,"I have decided to not believe what famous movie critics say. Even though this movie did not get the best comments, this movie made my day. It got me thinking. What a false world this is.<br /><br />What do you do when your most loved ones deceive you. It's said that no matter how often you feed milk to a snake, it can never be loyal and will bite when given a chance. Same way some people are such that they are never grateful. This movie is about how selfish people can be and how everyone is ultimately just thinking about oneself and working for oneself. <br /><br />A brother dies inadvertently at the hands of a gangster. The surviving brother decides to take revenge. Through this process, we learn about the futility of this world. Nothing is real and no one is loyal to anyone.<br /><br />Amitabh gave the performance of his life. The new actor Aryan gave a good performance. The actress who played the wife of Amitabh stole the show. Her role was small but she portrayed her role so diligently that one is moved by her performance. Chawla had really great face expressions but her role was very limited and was not given a chance to fully express herself.<br /><br />A great movie by Raj Kumar Santoshi. His movies always give some message to the audience. His movies are like novels of Nanak Singh (a Punjabi novelist who's novels always had a purpose and targeted a social evil) because they have a real message for the audience. They are entertaining as well as lesson-giving."
284,"In New Orleans, an illegal immigrant feels sick and leaves a poker game while winning the smalltime criminal Blackie (Walter Jack Palance). He is chased by Blackie and his men Raymond Fitch (Zero Mostel) and Poldi (Guy Thomajan), killed by Blackie and his body is dumped in the sea. During the autopsy, the family man Lieutenant Commander Dr. Clinton Reed (Richard Widmark) of the U.S. Public Health Service finds that the dead man had pneumonic plague caused by rats and he needs to find who had any type of contact with the man within forty-eight hours to avoid an epidemic. The City Mayor assigns the skeptical Captain Tom Warren (Paul Douglas) to help Dr. Clint to find the killers that are infected with the plague and inoculate them.<br /><br />""Panic in the Streets"" discloses a simple story, but it is still effective and with a great villain. The engaging plot has not become dated after fifty-seven years. Jack Palance performs a despicable scum in his debut, and the camera work while he tries to escape with Zero Mostel is still very impressive. My vote is seven.<br /><br />Title (Brazil): ""Pânico nas Ruas"" (""Panic in the Streets"")"
286,"There have been many documentaries that I have seen in which it appeared that the law was on the wrong side of the fence - The Thin Blue Line and Paradise Lost come to mind first and foremost. But this is the first film that had me seething with anger after I saw it. It seems blatantly clear to me from the evidence presented in this film that what happened at Waco was at the very least an unprofessional and sloppy mess on the part of the FBI and AFI, and at the very worst an act of murder. Like most people, when the siege at Waco was occurring I assumed that David Koresh was a completely evil madman who was leading a violent cult. After seeing this, I think that Koresh was more likely a slightly unbalanced and confused guy who inadvertently caught the attention of the U.S. government through his eccentric actions. Sure, there were lots of weapons at the Branch Davidian compound. But none of it was illegal. It was absolutely heartbreaking to see the video footage of the people inside the compound, all of them seeming to be very nice and harmless. And it was angering to see the callous testimony of the men in charge of the government forces on the Waco site, the clueless testimony of Janet Reno, and the partisan defense of the attack on Waco, a defense led by a few of the committee Democrats. Standing out most in my mind was NY representative and current U.S. senator from NY Charles Schumer. I voted for the man when I lived in NY state - I'm a Democrat, pretty left-leaning too. After seeing his actions on this committee, I wish I could go back in time and vote for D'Amato instead! For anyone remotely interested in the government, this is a very crucial film, a must see. I even think this should be shown in classes - it's that important."
287,"I saw this movie last night and thought it was decent. It has it's moments I guess you would say. Some of the scenes with the special ops forces were cool, and some of the location shots were very authentic. I won't be putting this movie in my DVD collection but it is fair enough to recommend for renting. I guess nothing set the movie at another level compared to others of the same genre. The action is good, the acting is decent, the women are extremely seductive and exotic in my opinion, and the story is pretty interesting. 7 out of ten"
288,"Yes, I call this a perfect movie. Not one boring second, a fantastic cast of mostly little known actresses and actors, a great array of characters who are all well defined and who all have understandable motives I could sympathize with, perfect lighting, crisp black and white photography, a fitting soundtrack, an intelligent and harmonious set design and a story that is engaging and works. It's one of those prime quality pictures on which all the pride of Hollywood should rest, the mark everyone should endeavor to reach.<br /><br />Barbara Stanwyck is simply stunning. There was nothing this actress couldn't do, and she always went easy on the melodramatic side. No hysterical outbursts with this lady - I always thought she was a better actress than screen goddesses like Bette Davis or Joan Crawford, and this movie confirmed my opinion. Always as tough as nails and at the same time conveying true sentiments. It is fair to add that she also got many good parts during her long career, and this one is by far the least interesting.<br /><br />The title fits this movie very well. It is about desires, human desires I think everyone can understand. Actually, no one seems to be scheming in this movie, all characters act on impulse, everybody wants to be happy without hurting anybody else. The sad fact that this more often than not leads to complications makes for the dramatic content into which I will not go here.<br /><br />I liked what this movie has to say about youth, about maturing and about the necessity to compromise. The movie I associate most with this one is Alfred Hitchcock's Shadow of a Doubt, it creates a similar atmosphere of idealized and at the same time caricatured Small Town America. The story has a certain similarity with Fritz Lang's considerably harsher movie Clash by Night, made one year earlier, where Stanywck stars in a similar part. I can also recommend it."
289,"I would like to know if anyone know how I can get a copy of the movie, ""That's the way of the World"". It's been about 30 years since I've seen this movie, and I would like to see it again. Earth Wind & Fire transcend the nation globally with their inspirational music and themes. It was unfortunate that this group didn't take off like their counterparts in the early 70's, but as previously stated, racial tension existed in the United States which prohibited equalized exposure for the African American musical groups. It is good to see that Earth Wind & Fire continuing their success. I would like to add this movie to my collection. Someone please help me if possible. Thank you for your attention. Milton Shaw"
290,"I saw the movie ""Hoot"" and then I immediately decided to comment it. The truth is that NATURE needs protection from us because we are the dominant specie of this planet. Some people think that if they have money, they can do whatever they want to, which probably is like, but if they think about the future more then they think about themselves they would do something useful! This movie is not just about kids, this movie is showing us that the kids are usually the ones that care more about it then the adults do. When I was twelve, I saw some waterlilies and I knew they are protected by law and didn't even dare to touch them not fearing of the law, but fearing that I might harm them actually. (I am currently 15) What so ever, the acting was great, the 3 main characters are well interpreted and we all have to learn from them. I hope you all think about what you saw in that movie!!! and Enjoy!"
291,"I had some reservations about this movie, I figured it would be the usual bill of fare --- a formula movie about Christmas. Being in the middle of a heat wave in late June, we decided to give it a shot anyway, maybe we would see some snow.<br /><br />This movie turned out to be one laugh after another. Ben Affleck was believable in his character, but the real star of this one is James Gandofini. He delivered his lines with a real wit about him and made a great ""dad"".<br /><br />If you want to have an enjoyable couple of hours, definitely check this one out."
292,"When I first saw this film around 6 months ago, I considered it interesting, but little more. But it stuck with me. That interest grew and grew, and I wondered whether my initial boredom and response had more to do with the actual VHS quality rather than the film itself. I purchased the Criterion DVD box set, and it turns out that I was right the second time. Alexander Nevsky is a great film. It is rousing, and I'm sure it succeeded in its main aim: propaganda against the Germans.<br /><br />That is the most common criticism against this film, and against Eisenstein, that it is merely propagandist and nothing else. It's untrue. He is an amazing film artist, one of the most important whoever lived. By now, the world is far enough beyond Joseph Stalin to be able to watch Eisenstein's films as art."
293,"Focus is another great movie starring William H. Macy. I first discovered Macy in Fargo and I've seen a few of his films and he hasn't yet deceived me. Macy is the archetypal ""nice guy with something to hide"". In Focus, he plays the role of Lawrence Newman, a loyal and hard-working stiff, who harbours his handicapped mother at home. The scene is set after World War II, at the height of McCarthyism. Newman is the head of Human Resources for a company which is basically, anti-Semite. After he accidentally hires a woman of Jewish descent, he is asked to buy a pair of glasses, to improve his failing eyesight.<br /><br />Unbelievably, the simple act of buying glasses has great repercussions on his life and that of Gertrude Hart, his wife (played by a great Laura Dern). As the film unravels, Newman will begin to see a whole different world, where being Jewish is akin to being an animal.<br /><br />The movie is disturbing in the way it shows that being racist was something fairly normal. The chilling thought is that in some places, it probably still is."
294,"In ""Brave New Girl,"" Holly comes from a small town in Texas, sings ""The Yellow Rose of Texas"" at a local competition, and gets admitted to a prestigious arts college in Philadelphia. From there the movie grows into a colorful story of friendship and loyalty. I loved this movie. It was full of great singing and acting and characters that kept it moving at a very nice pace. The acting was, of course, wonderful. Virginia Madsen and Lindsey Haun were outstanding, as well as Nick Roth The camera work was really done well and I was very pleased with the end (It seems a sequel could be in the making). Kudos to the director and all others that participated on this production. Quite a gem in the film archives."
297,"I was looking forward to The Guardian, but when I walked into the theater I wasn't really in the mood for it at that particular time. It's kind of like the Olive Garden - I like it, but I have to be in the right mindset to thoroughly enjoy it.<br /><br />I'm not exactly sure what was dampening my spirit. The trailers looked good, but the water theme was giving me bad flashbacks to the last Kevin Costner movie that dealt with the subject - Waterworld. Plus, despite the promise Ashton Kutcher showed in The Butterfly Effect, I'm still not completely sold on him. Something about the guy just annoys me. Probably has to do with his simian features.<br /><br />It took approximately two minutes for my fears to subside and for my hesitancies to slip away. The movie immediately throws us into the midst of a tense rescue mission, and I was gripped tighter than Kenny Rogers' orange face lift. My concerns briefly bristled at Kutcher's initial appearance due to the fact that too much effort was made to paint him as ridiculously cool and rebellious. Sunglasses, a tough guy toothpick in his mouth, and sportin' a smirk that'd make George Clooney proud? Yeah, we get it. I was totally ready to hate him.<br /><br />But then he had to go and deliver a fairly strong performance and force me to soften my jabs. <br /><br />Darn you, ape man! Efficiently mixing tense, exciting rescue scenes, drama, humor, and solid acting, The Guardian is easily a film that I dare say the majority of audiences will enjoy. You can quibble about its clichés, predictability, and rare moments of overcooked sappiness, but none of that takes away from the entertainment value.<br /><br />I had a bad feeling that the pace would slow too much when Costner started training the young guys, but on the contrary, the training sessions just might be the most interesting aspect of the film. Coast Guard Rescue Swimmers are heroes whose stories have never really been portrayed on the big screen, so I feel the inside look at what they go through and how tough it is to make it is very informative and a great way to introduce audiences to this under-appreciated group.<br /><br />Do you have what it takes to be a rescue swimmer? Just think about it -you get to go on dangerous missions in cold, dark, rough water, and then you must fight disorientation, exhaustion, hypothermia, and a lack of oxygen all while trying to help stranded, panicked people who are depending on you for their survival. And if all that isn't bad enough, sometimes you can't save everybody so you have to make the tough decision of who lives and who dies.<br /><br />Man, who wants all that responsibility? Not me! I had no idea what it was really like for these guys, and who would have thought I'd have an Ashton Kutcher/Kevin Costner movie to thank for the education? <br /><br />Not only does The Guardian do a great job of paying tribute to this rare breed of hero, but lucky for us it also does a good job of entertaining its paying customers.<br /><br />THE GIST <br /><br />Moviegoers wanting an inside look at what it's like to embark on a daring rescue mission in the middle of the ocean might want to give The Guardian a chance. I saw it for free, but had I paid I would've felt I had gotten my money's worth."
298,"Going into see Seven Pounds i wasn't clearly sure what to think because the previews left to much open to grasp what the movie was really about. So within the first 20 min or so you are completely lost in the plot, have no idea what is going on and you think Tim, who claims to be Ben, is just a big asshole. All of this comes to an end when the ""twist"",so to speak, is unraveled at the very last minute of the movie. Basically Tim (will smith) was troubled and haunted by a big accident he made causing the end of seven peoples lives. By this he decides to scope out seven new people who are in need of help badly who he in turns gives his life to.<br /><br />The acting of this film is great, as i feel will smith no matter what part he seems to impress. Rosario Dawson, to me, this is one of her better movies, aside from eagle eye which i think is up there to. She has been in some bad some good but she does deliver in this film. Other actors, such as woody Harrelson, have very small roles and not a big enough role to grasp the character. Although the casting of the film was still good.<br /><br />This movie was definitely not what i expected and certainly a lot slower pace in which i hoped. The movie, however, was still pretty good. Nothing is revealed until the last 5 min of the movie and everything falls into place. Up until then it just seems like a pointless love story. Final thought seven pounds=seven Stars."
299,"I saw Brother's Shadow at the Tribeca Film Festival and loved it! Judd Hirsch and Scott Cohen are great as father and son. The film follows Scott Cohen from parole in Alaska back to his family in Brooklyn. He shows up there because his brother has died, and he embarks on a journey to slowly repair his estranged relationships with his brother's wife and child and his father who has never forgiven him for being the black sheep of the family. The story takes us deep into the hearts and minds of this family and allows you to more deeply understand the complexity of their lives. Also, the imagery of the woodworking business and the Brooklyn backdrop sets the tone for this rich and revealing family portrait."
302,witty. funny. intelligent. awesome. i was flipping channels late one night years ago. came across this and a wildfire started. i was staying up late every night and taping it for everyone i know. a few. like 3 people out of the almost 100 people i made watch this didn't think it was as awesome as i did. the others were laughing out loud so hard they were crying and thanking me at the same time. please do yourself a favor. run don't walk. watch this and enjoy. intelligence and humor. it's a win-win situation. i wish i could have afternoon tea with him and meet the truly rare comedian that we as a society need more of....sanechaos.
303,"It's a unique film, as it gives us our only chance to see the young Noel Coward in all his ironic glory. Because he seems so reserved & detached he's perfect for the role of an unloved cad who matter-of-factly uses all those around him. However in the deadly serious (no pun intended) last act, when Coward must make like the Flying Dutchman, he's much less comfortable.<br /><br />But his way with an epigram is peerless, and Hecht & Macarthur have given him some gems (Macarthur, really -- he was the wit of the pair).<br /><br />The film is superbly lighted by the great Lee Garmes, but has little camera movement aside from a storm sequence. Hecht and Macarthutr cared about one thing -- getting their dialogue on screen. (NOTE: H&M themselves have blink-and-you'll-miss-'em cameos as bums in the flophouse scene).<br /><br />The most notable supporting player is the one and only Alexander Woolcott, notorious Broadway columnist and close friend of both Macarthur and Coward, who appears as one of the bitchy authors always kept waiting in the reception room of publisher Coward.<br /><br />Curious that Woolcott would agree to do a film that clearly lampoons the legendary Algonquin Round Table, of which he was a founder, and Macarthur something of an auxiliary member.<br /><br />The Scoundrel actually won an Oscar for best story, though that victory is probably due more to Coward's imposing presence than any brilliance in the plot. It's Coward, Woolcott, and the dialogue you remember..."
304,"This is definitely a ""must see"" film. The excellent Director Alain Chabat (also acting as Ceasar) has managed to capture the very essence of the ""Adventures of Astérix"" (the French comic books it's based upon) and to create a fantastically modern and intelligent comedy, which is also an homage to the world of animated films. This movie is so funny, so full of jokes (both visual and spoken) that it might take you two or three screenings before you notice them all, between your bursts of laughter. The only drawback is that a non-French audience (or at least a non-French speaking audience) might not get all the ""private jokes"". There are so many dialogues impossible to translate, so many situations directly related either to the comic books or to the French way of life, that the fun might be lessened. However, it's still totally worth seeing for the beautiful picture, the amazing stunts, the music, the totally crazy atmosphere and the excellent acting. All actors are great, but the film would not be the same without Jamel Debouze, Gérard Darmon and Edouard Baer. And please don't EVER compare this magnificent film to the terrible previous one based on the same comic books : ""Astérix et Obélix Contre César"" and directed by Claude Zidi."
305,"I thought this movie was stunning, with completely outstanding performances by Valentina Cervi (Artemisia Gentileschi).<br /><br />Cervi portrays Artemisia so beautifully, with tentative yet confidant mannerisms, her hands mapping out an idea before moving her models into place. The passion to which Artemisia gives to her art is just spectacular to watch.<br /><br />Although not each character was overtly beautiful, this made the film more realistic as the facial hair and clothing was perfect for that point in time.<br /><br />Overall i thought this film was fantastic."
306,"I consider myself a bit of a connoisseur of boxing movies and as such there is only one thing that prevents me from calling ""Gentleman Jim"" the best boxing movie ever made. That is the Robert Wise/Paul Newman flick ""Somebody Up There Likes Me."" That movie might be number 1, but ""Gentleman Jim"" is a close number 2.<br /><br />The movie doesn't just chronicle the rise of James J. Corbett, it also shows the sport of boxing at a crucial time of transition. In the late 1800s boxing was moving away from the brutal days of bare-knuckle rules to the more ""gentlemanly"" days of the gloved, Marquis of Queensbury rules. And the sport was moving away from the days when it was an illegal spectacle and towards a time of acceptance and respectability.<br /><br />""Gentleman Jim"" is not a realistic look at those days. It is romanticized and, yes, even a bit hokey at times. But always delightfully so. Errol Flynn is perfect as the ""Gentleman"" Jim who really isn't a ""gentleman"" at all but merely a fast talker from a working class family. Alexis Smith is quite ravishing as the upper class woman with whom he has a love/hate relationship (and we all know it is, of course, love that will win that match in the end).<br /><br />At the end of ""Gentleman Jim"" the great John L Sullivan (whose famous line was NOT ""I can lick any man in the world"" of course...romanticism again) hands over his belt to Corbett. This is truly one of the best scenes in any sports move ever made. Realistic? No. But wonderful. Hey, if you want realism watch ""Raging Bull"" instead. That is a much more realistic boxing movie. But ""Gentleman Jim"" is a lot more fun."
310,"Some people drift through life, moving from one thing or one person to the next without batting an eye; others latch on to a cause, another person or a principle and remain adamant, committed to whatever it is-- and figuratively or literally they give their word and stand by it. But we're all different, `Made of different clay,' as one of the characters in this film puts it, which is what makes life so interesting. Some people are just plain crazy, though-- and maybe that's the way you have to be to live among the masses. Who knows? Who knows what it takes to make things-- life-- work? Writer/director Lisa Krueger takes a shot at it, using a light approach to examine that thin line between being committed-- and how one `gets' committed-- and obsession, in `Committed,' starring Heather Graham as a young woman who is adamant, committed, obsessive and maybe just a little bit crazy, too. Her name is Joline, and this is her story.<br /><br />	Admittedly, Joline has always been a committed person; in work, relationships, in life in general. She's a woman of her word who sticks by it no matter what. And when she marries Carl (Luke Wilson), it's forever. The only problem is, someone forgot to tell Carl-- and 597 days into the marriage, he's gone; off to `find' himself and figure it all out. When Joline realizes he's not coming back, she refuses to give up on him, or their marriage. Maybe it's because of that `clay' she's made of. Regardless, she leaves their home in New York City and sets off to find him, which she does-- in El Paso, Texas, of all places. But once she knows where he is, she keeps her distance, giving him his `space' and not even letting him know she's there. She considers Carl as being in a `spiritual coma,' and it's her job to keep a `spiritual vigil' over him until he comes to his senses. And while she watches and waits, her life is anything but dull, as she encounters a young woman named Carmen (Patricia Velazquez), a waitress at one of the local eateries; Carmen's `Grampy,' (Alfonso Arau), who is something of a mystic; T-Bo (Mark Ruffalo), a truck driver who has issues concerning Carl; and Neil (Goran Visnjic) an artist who makes pinatas and takes a fancy to her. For Joline, it's a journey of discovery, during which she learns a lot about Carl, but even more about herself.<br /><br />	There's a touch of humor, a touch of romance, and some insights into human nature in this quirky film that is more about characterization and character than plot. And Krueger presents it all extremely well, delivering a film that is engaging and entertaining. Her characters are very real people, with all the wants, needs and imperfections that make up the human condition; a rich and eclectic bunch through which she tells her story. We see it from Joline's point-of-view, as Krueger makes us privy to Joline's thoughts and therefore her motivations, which puts a decided perspective on the events as they unfold. That, along with the deliberate pace she sets that allows you to soak up the atmosphere and the ambiance she creates, makes for a very effective piece of storytelling. There's an underlying seriousness to this subject matter, but Krueger chooses to avoid anything heavy-handed or too deep and concentrates instead on the natural humor that evolves from the people and situations that Joline encounters. And the result is a well textured, affecting and upbeat look at that thing we call life.<br /><br />	Heather Graham takes hold of this role from the first frame of the film to make Joline a character totally of her own creation. She immerses herself in the part and gives a performance that is convincing and believable, adding the little personal traits and nuance that makes all the difference between a portrayal that is a mere representation of a person, and one that is real. And for this film to work, it was imperative that Joline be viable and believable-- and Graham succeeds on all fronts. Her screen presence has never been more alluring, and her vibrant personality or even just the way she uses her eyes, is enough to draw you in entirely. it's all a part of the character she creates; there's an appeal to Joline that exudes from her entire countenance, who she is inside and out. She's a likable, agreeable person, and because you've shared her innermost thoughts, you know who she is. It's a good job all the way around, beginning with the way the character was written, to the way Graham brings her so vibrantly to life.<br /><br />	As Carmen, Patricia Velazquez is totally engaging, as well. Her performance is very natural and straightforward, and she uses her instincts to effectively create her character. She has a charismatic presence, but is less than flamboyant, and it gives her an aspect that is attractively down-to-earth. She is refreshingly open and up-front; you get the impression that Carmen is not one to hold anything back, but is totally honest on all fronts, and that, too, is part of her appeal. And, as with Joline, this character is well written, and Velazquez brings her convincingly to life.<br /><br />	Overall, there is a number of notable performances that are the heart and soul of this film, including those of Luke Wilson, Casey Affleck (as Joline's brother, Jay), Goran Visnjic, Alfonso Arau and especially Mark Ruffalo as T-Bo, who, with very little actual screen time, manages to create a memorable character.<br /><br />	The supporting cast includes Kim Dickens (Jenny), Clea Du Vall (Mimi), Summer Phoenix (Meg), Art Alexakis (New York Car Thief), Dylan Baker (Carl's Editor), and Mary Kay Place (Psychiatrist). A film that says something about the value of stepping back to consider The Big Picture-- reflecting upon who we are, where we're going and what we really need-- `Committed' is an enjoyable experience; a ride definitely worth taking. 8/10."
316,"i really in enjoyed watching this movie. like most of the people that watched it. i wasn't sure that i was getting. Whoopi Goldberg is a very funny comedian and she has done a lot of funny movies; i.e. sister act.<br /><br />however this was not really comedy. it is a drama with comedic moments. so if your looking for a laugh riot then keep looking.<br /><br />this movie is about a black family moving up from a nice neighborhood in the city to an upper middle class neighborhood. i would say more but it think it would spoil the movie. this movie does not just deal with race relations between whites and blacks, but also about relations with in the black community. i do think that it is worth a chance. if your not really interested in see another movie about race relations then this movie isn't for you"
317,"Having been a Marine, I can tell you that the D.I. is as accurate a portrayal to date depicting Marine Corp boot camp and how boys are turned into men. Jack Webb is excellent as Sgt.Jim Moore, a tough, but fair drill instructor in Paris Island North Carolina. The film centers on one recruit who doesn't seem to ""get with the program."" A more recent film, Full Metal Jacket, also shows life in basic training and is well worth viewing."
318,"Every high praise word fell way short before the height of this movie. This movie is the true example of how a psychological horror movie should be.<br /><br />The plot seems to be a bit confusing at first viewing but it will definitely explain a bit about what's going on and you really want to view it for the second time. But after second viewing you will start to join the pieces together and then you will know how amazing a movie can be.<br /><br />A word of advice for slasher flick fans stay away from this movie. This is not your dumb ass teenage slasher movie, in which you just switch off your brain and sit in front of the screen just to see big b**bs and lots of blood.<br /><br />If you want to heighten the psychological horror factor of this movie then watch it all alone with a great home theater system that supports Dolby Digital or DTS 5.1ch, without any of your ill mannered friends that crack jokes on a really tense situation. And don't forget to switch the light off.<br /><br />My points on different aspects:-<br /><br />Direction = 9/10 Acting = 8/10 Atmosphere = 10/10 Sound Effect = 9/10<br /><br />Total = 9/10"
320,"""Quitting"" may be as much about exiting a pre-ordained identity as about drug withdrawal. As a rural guy coming to Beijing, class and success must have struck this young artist face on as an appeal to separate from his roots and far surpass his peasant parents' acting success. Troubles arise, however, when the new man is too new, when it demands too big a departure from family, history, nature, and personal identity. The ensuing splits, and confusion between the imaginary and the real and the dissonance between the ordinary and the heroic are the stuff of a gut check on the one hand or a complete escape from self on the other. Hongshen slips into the latter and his long and lonely road back to self can be grim.<br /><br />But what an exceptionally convincing particularity, honesty, and sensuousness director Zhang Yang, and his actors, bring to this journey. No clichés, no stereotypes, no rigid gender roles, no requisite sex, romance or violence scenes, no requisite street language and, to boot, no assumed money to float character acts and whims. <br /><br />Hongshen Jia is in his mid-twenties. He's a talented actor, impressionable, vain, idealistic, and perhaps emotionally starved. The perfect recipe for his enablers. Soon he's the ""cool"" actor, idolized by youth. ""He was hot in the early nineties."" ""He always had to be the most fashionable."" He needs extremes, and goes in for heavy metal, adopts earrings and a scarf. His acting means the arts, friends--and roles, But not the kind that offer any personal challenge or input. And his self-criticism, dulled by the immediacy of success, opens the doors to an irrational self-doubt, self-hatred-- ""I didn't know how to act"" ""I felt like a phony""--and to readily available drugs to counter them. He says ""I had to get high to do what director wanted."" So, his shallow identity as an actor becomes, via drugs, an escape from identity. <br /><br />Hongshen's disengagement from drugs and his false life is very gradual, intermittent--and doggedly his own. Solitude, space, meditative thinking, speech refusal, replace therapy. The abstract is out. And a great deal of his change occurs outdoors---not in idealized locations but mainly on green patches under the freeways, bridges, and high-rises of Beijing. The physicality is almost romantic, but is not. The bike rides to Ritan Park, the long spontaneous walks, the drenching sun and rain, grassy picnics, the sky patterns and kites that absorb his musing are very specific. He drifts in order to arrive, all the while picking up cues to a more real and realistic identity. ""I started to open up"" he says of this period in retrospect. And the contact seems to start with his lanky body which projects a kind of dancer's positioning (clumsy, graceful, humorous, telling) in a current circumstance. If mind or spirit is lacking, his legs can compel him to walk all night. <br /><br />Central to his comeback is the rejection of set roles. To punctuate his end to acting and his determination to a new identity, he smashes his videos and TV, and bangs his head till bloody against his ""John Lennon Forever"" poster. He has let down his iconic anti-establishment artist---but he's the only viable guide he knows. He even imagines himself as John's son (Yoko Ono), and adopts his ""Mother Mary"" as an intercessor in his ""hour of darkness"" and ""time of trouble."" (the wrenching, shaking pain in the park--hallucinatory and skitzoid ordeals) ""Music is so much more real than acting"" he says. And speaks of Lennon's influence as ""showing me a new way."" In the mental institute, the life-saving apples (resistance, nourishment) reflect Lennon's presence, as does Hongshen's need to re-hang his hero's poster in his redecorated room.<br /><br />If Lennon's influence is spiriting, Hongshen's father's influence is grounding. Although father and son are both actors and users (drugs and drink), it is Fegsen's differences from his son that underwrites his change. For the father is more secure in himself: he accepts that he's Chinese, a peasant in a line of peasants, a rural theater director. And he exercises control over both his habit and his emotions. It's this recognizable identity that drives Hongshen to treat him like a sounding board, sometimes with anger and rage, sometimes with humor (the blue jeans, Beatles) and passivity. In his most crazed, and violent exchange with his father in which he accuses him of being a liar, and a fake, he exposes more of himself than his father: ""all the acts I acted before were bullshit... life is bullshit."" And to Hongshen's emphatic ""you are NOT my father,"" he softly replies, ""why can't a peasant be your father?"" <br /><br />Under these two teachers and with much additional help from his mother, sister, friends, inmates at the rehab inst., he makes some tangible connection to a real (not whole) self. As the long term drug effects recede, so does his old identity. Indebtedness replaces pride, trust distrust. Integrity banishes his black cloud. All his edges soften. ""You are just a human being"" he repeats endlessly after being released from the strap-down incurred for refusing medicine. Back home, lard peasant soap is fine with him now. And his once ""rare and true friendships"" begin again as is so evident in the back to poignant back-to-back fence scene with his musician buddy. Hongshen says of this movie: ""it's a good chance to think about my life."" And I might add, become a New Actor, one bound to art and life. Like Lennon, he has gained success without a loss of identity."
321,"I have watched this movie countless times, and never failed to be charmed by it's homely simplicity, sincerity and goodness. Great characterizations by all of the cast, and the lovely little steam trains that play a such an important supporting role.I confess I fell in love with Roberta in 1970, and she still touches me today. Shown on TV in New Zealand on Christmas day, the nicest present I could have had."
323,"Even though I saw this film when I was very young, I already knew the story of Wild the Thief-Taker and Shepherd who famously escaped from Newgate prison.<br /><br />Apart from the liberty taken right at the end, the film more or less faithfully follows the true story. The temptation to bend the facts which is the hallmark of so many so-called historical films is resisted in this film and the film makers must be praised for that.<br /><br />Of the performances, There is scarcely a poor performance, and Tommy Steele is ideally cast. Also good is Stanley Baker as the Thief-Taker and Alan Badel is good as always.<br /><br />Because the film sticks to the facts, it makes it suitable to be watched by all the family."
325,"Although most Americans have little knowledge of his work other than Star Wars, Alec Guinness produced an amazing body of work--particularly in the 1940s-1950s--ranging from dramas to quirky comedies. I particularly love his comedies, as they are so well-done and seem so natural and real on the screen--far different from the usual fare from Hollywood.<br /><br />This being said, this was the film that sparked my interest in these movies. It's plot was so odd and cute that it is very unlikely the film would have been made anywhere--except for Ealing Studios--which had a particular fondness for ""little"" films like this one.<br /><br />Guinness is a nerdy little scientist that works for a textile company. He wants to experiment in order to create a synthetic fabric that is indestructible, though he is not working for the company as a researcher but for janitorial work! So, he tends to sneak into labs (either during the day if no one suspects or at night) and try his hand at inventing. Repeatedly, he is caught (such as after he blew up the lab) and given the boot until one day he actually succeeds! Then, despite the importance of the discovery, he sets off a completely unanticipated chain of events--and then the fun begins.<br /><br />The film is a wonderful satire that pokes fun at industry, unions, the government and people in general."
326,"Victor McLaglen's performance is one of the finest in film history.<br /><br />I think we can all feel for ""Gypo"" because we've all struggled with what is right and what isn't and been wrong. This was one of the first art-house pictures to be released by a major American movie studio (RKO Radio Pictures).<br /><br />Joseph H. August's cinematography is at its very best here. However, August's stunning portion was mostly overlooked; he didn't receive the Oscar nomination he rightly deserved.<br /><br />This is a psychological drama, with thought, philosophy, sadness, all conveyed with as little words as possible."
328,"The sexploitation movie era of the late sixties and early seventies began with the allowance of gratuitous nudity in mainstream films and ended with the legalization of hardcore porn. It's peak years were between 1968 and 1972. One of the most loved and talented actresses of the era was Monica Gayle, who had a small but fanatic cult of followers. She was actually able to act, unlike many who filled the lead roles of these flicks, and her subsequent credits proved it. And her seemingly deliberate fade into obscurity right when her career was taking off only heightens her mystique.<br /><br />Gary Graver, the director, was also a talent; probably too talented for the sexploitation genre, and his skill, combined with Monica Gayle's screen presence, makes Sandra, the Making of a Woman, a pleasantly enjoyable experience. The film never drags and you won't have your finger pressed on the fast-forward button."
329,"What a surprisingly good movie this one turned out to be. This is the type of film that I've been looking for ages. Particularly important for me was the fantastic-looking Chicago, which I still keep thinking about. The back cover doesn't do this film justice, it's superb, and in my top-5 for sure."
331,"I cant believe there are people out there that did not like this movie! I thought it was the funniest movie i had ever seen. It my have been b/c i am Mel Brooks biggest fan... I know almost all the words and get very discouraged when they censor them, when it is played on a Family Channel. :) this is one of my favorite movies, so i dont know why any one would disagree! thanks Kristina"
