rotten_tomatoes_link,movie_title,movie_info,actors,lead_actor,lead_actor_first
m/10008601-fireflies_in_the_garden,Fireflies in the Garden,"Successful novelist Michael (Ryan Reynolds) visits his family in the Midwest, only to learn that his mother, Lisa (Julia Roberts), has died in a tragic accident. Along with his father, Charles (Willem Dafoe), a college professor, and his sister, Ryne (Shannon Lucio), Michael attempts to come to terms with his grief. Lisa's absence revives many old wounds, however, and the emerging tensions threaten to destroy the family just as they make an effort to come together and mourn.","Emily Watson, Julia Roberts, Ryan Reynolds, Willem Dafoe, Carrie-Anne Moss, Hayden Panettiere, Cayden Boyd, Frank Ertl, George Newbern, Ioan Gruffudd, Chase Ellison, Diane Perella, Grady McCardell, Philip Rose, Brooklynn Proulx, Babs George, Rev. John Stennfield, Natalie Karp, Shannon Lucio",Emily Watson,False
m/10008606-eye,The Eye,"Blind for most of her life, concert violinist Sydney Wells (Jessica Alba) is the recipient of a double corneal transplant that restores her sight at long last. With the help of her doctor (Alessandro Nivola) and sister (Parker Posey), she learns to see again. Soon, however, frightening visions convince her that a terrifying alternate world exists, and only she can see it.","Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija, Fernanda Romero, Rachel Ticotin, Obba Babatundé, Danny Mora, Chloë Grace Moretz, Brett Haworth, Kevin K. Shah, Tamlyn Tomita, Esodie Geiger, Karen Austin, Ryan J. Pezdirc, Brett O'Mara, Landall Goolsby, Sarah E. Baker, Laura Slowinski, Richard Redlefsen, Amanda Shamis, Kisha Sierra, Mark Bankins, David Milchard, Kimani Ray Smith, Heather Doerksen, Peter King, Tegan Moss, Kam Hing Chau, Jasmin Dring, James Spencer, Ingrid M. Nelson, Daniel Romero, Zak Santiago, Juan Carlos Cantu, Mike Elliott, Mia Stallard, Jane E. Goold, Tone Forrest, Danielle Lozeau",Jessica Alba,True
m/10008611-my_best_friends_girl,My Best Friend's Girl,"Lovestruck Dustin (Jason Biggs) is dating Alexis (Kate Hudson), his ideal girlfriend, but when she dumps him for coming on too strong, Dustin takes drastic measures to win her back. He asks his pal Tank (Dane Cook) to take her on a horrible date so that she will come running back to him, and Tank happily agrees. However, Alexis is more than a match for Tank's shock tactics, leaving him torn between loyalty to Dustin and a growing attraction toward Alexis.","Dane Cook, Kate Hudson, Jason Biggs, Alec Baldwin, Lizzy Caplan, Jenny Mollen, Diora Baird, Amanda Brooks, Malcolm Barrett, Hilary Pingle, Riki Lindhome, Mini Anden, Faye Grant, Taran Killam, Nate Torrence, Richard C. Snee, Scott Winters, Andrew Caldwell, Alberto Bonilla",Dane Cook,False
m/10008617-midnight_meat_train,The Midnight Meat Train,"When struggling photographer Leon Kaufman (Bradley Cooper) meets the owner of a prominent art gallery, he sees a chance for the success that has, so far, eluded him. Determined to show the darker side of humanity for his debut showing, Leon crosses paths with Mahogany (Vinnie Jones) a serial killer who preys on late-night subway commuters. His fascination with Mahogany pulls him -- and his lover (Leslie Bibb) -- deep into an evil abyss.","Bradley Cooper, Brooke Shields, Leslie Bibb, Roger Bart, Vinnie Jones, Tony Curran, Barbara Eve Harris, Peter Jacobson, Ted Cooper, Stephanie Mace, Nora, Quinton ""Rampage"" Jackson, Dan Callahan, Donnie Smith",Bradley Cooper,True
m/10008618-return,The Lucky Ones,"Stuck at a closed airport while on leave from Iraq War service, soldiers Colee Dunn (Rachel McAdams), Fred Cheaver (Tim Robbins) and T.K. Poole (Michael Peña) decide to carpool to get to their far-off destinations. Colee wants to visit with her late fiancé's family, while wounded T.K. longs to see his future wife and Fred, needing fast cash to send his son to college, is headed for a casino. During the journey, the soldiers forge a bond based on their uncertain futures.","Rachel McAdams, Tim Robbins, Michael Peña, Annie Corley, Mark L. Young, John Diehl, Howard Platt, John Heard, Molly Hagan, Spencer Garrett, Coburn Goss, Arden Myrin, Katherine LaNasa, Kirk B.R. Woller",Rachel McAdams,True
m/10008621-run_fat_boy_run,Run Fatboy Run,"Five years earlier, nervous bridegroom Dennis (Simon Pegg) leaves his pregnant girlfriend, Libby (Thandie Newton), at the altar. Now he realizes he made a big mistake and wants to win her back. Unfortunately, Libby is involved with a handsome, attentive and fit financier (Hank Azaria), who plans to run in a charity marathon. Out-of-shape Dennis enters the race -- hoping to impress Libby -- even though he only has three weeks to prepare.","Simon Pegg, Thandie Newton, Hank Azaria, Dylan Moran, Matthew Fenton, Harish Patel, Ameet Chana, India de Beaufort, Simon Day, Ruth Sheen, Tyrone Huggins, Nevan Finegan",Simon Pegg,True
m/10008655-whiteout,Whiteout,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko (Kate Beckinsale) will soon leave the harsh environment behind for good; in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.","Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short, Alexander Bisping, Alex O'Loughlin, Shawn Doyle, Joel S. Keller, Jesse Todd, Arthur Holden, Erin Hicock, Bashar Rahal, Julian Cain, Dennis Keiffer, Nick Vallarin, Andrei Runtso, Roman Varshavsky, Steve Lucescu, Paula Jean Hixson, Craig Pinckes, Sean Tucker, Marc James Beauchamp, Nick Villarin, Louis Dionne, Patrick Sabongui, Erin Hickock",Kate Beckinsale,True
m/10008661-randy_and_the_mob,Randy and the Mob,"A self-centered Southerner (Ray McKinnon) turns to his estranged, gay twin for help when he runs into trouble with Italian mobsters.","Walton Goggins, Burt Reynolds, Bill Nunn, Ray McKinnon, Tim DeKay, Brent Briscoe, Sam Frihart, Paul Ben-Victor, Lisa Blount",Walton Goggins,False
m/10008667-black_irish,Black Irish,A teen (Michael Angarano) tries to keep his life together while his parents wallow in an unhappy marriage and his brother (Thomas Guiry) tries to lure him into criminal behavior.,"Michael Angarano, Brendan Gleeson, Tom Guiry, Melissa Leo, Emily VanCamp, Michael Rispoli, Finn Curtin, Francis Capra, John Fiore, Scott Winters, Steve Flynn, Joanna Herrington, David Ian",Michael Angarano,True
m/10008678-wild_child,Wild Child,"Sixteen-year-old Poppy (Emma Roberts) has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father (Aidan Quinn) ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress (Natasha Richardson) and a class full of girls who will not tolerate her selfishness.","Emma Roberts, Shirley Henderson, Natasha Richardson, Alex Pettyfer, Aidan Quinn, Nick Frost, Daisy Donovan, Jason Watkins, Kimberley Nixon, Georgia King, Juno Temple, Linzey Cocker, Ruby Thomas, Sophie Wu, Johnny Pacar, Eleanor Turner-Moss, Shelby Young, Lexi Ainsworth",Emma Roberts,True
m/10008687-powder_blue,Powder Blue,"After serving 25 years in prison, a former hit man (Ray Liotta) tries to track down his daughter (Jessica Biel).","Jessica Biel, Forest Whitaker, Ray Liotta, Patrick Swayze, Kris Kristofferson, Eddie Redmayne, Lisa Kudrow, Alejandro Romero, Sanaa Lathan, Chandler Canterbury, Jeffery Adam Baker, Navid Negahban, Ravi Patel, Billy Worth, Don Swayze, Ben Bray, Joe Holt, L. Scott Caldwell, Mandy June Turpin, Armando Coslo, Riki Lindhome, Jesse Henecke, Ana Berry, Leyna Nguyen, Chad Christopher Tucker, Soledad Campos, Clent Bowers, Danvy Pham",Jessica Biel,False
m/10008703-rails_and_ties,Rails & Ties,"Engineer Tom Stark (Kevin Bacon) kills a suicidal woman when his train slams into her car. Suspended from his job, he must confront his wife Megan's (Marcia Gay Harden) illness finally, but Megan announces she is going to leave him. Unexpectedly, the son (Miles Heizer) of the dead woman, arrives on the couple's doorstep and moves in with them.","Kevin Bacon, Marcia Gay Harden, Miles Heizer, Marin Hinkle, Eugene Byrd, Bonnie Root, Steve Eastin, Laura Cerón, Margo Martindale, Kathryn Joosten, Steven M. Porter, Jim Cody Williams, Kerri Randles, J. Stephen Peace, Robert Harvey, Michael Otis, Ernest Harden Jr., Mike McCaul, Maya Goldsmith, Michael Raynor, Micky Levy, John Nielsen, Dennis Napolitano, Mary Beth McDade, Brian Bogulski, Jade Marx, Nathan Kornelis, Dalton Stumbo",Kevin Bacon,True
m/10008744-canvas,Canvas,"In a small coastal town, contractor John Marino (Joe Pantoliano) struggles to understand his wife, Mary (Marcia Gay Harden), when she starts behaving strangely. After a doctor's visit, they discover she has schizophrenia. Nothing the doctors do helps, however, so John must live with his wife's incurable mental illness, while also helping their confused child Chris (Devon Gearhart) make sense of it. But as Mary's mental state declines, John finds an unexpected source of comfort in his son.","Joe Pantoliano, Marcia Gay Harden, Devon Gearhart, Sophia Bairley, Marcus Johns, Irene B. Colletti, Darlene French-White, Emma Lockhart, Antony Del Rio, Griffin Miner, Nicholas Alexander, Bill Erfurth, Matthew T. Gitkin, Paul Lasa, Casey Travers, Tim Ware",Joe Pantoliano,True
m/10008748-saawariya,Saawariya,"Sparks fly when wandering singer Ranbir Raj (Ranbir Kapoor) arrives in a mystical town and meets charming prostitute Gulabji (Rani Mukherjee). Gulabji directs Raj to a local boarding house, and he begins to explore his new home. But soon the restless Raj meets the stunning Sakina (Sonam Kapoor), a young Muslim who spurns his advances. As Gulabji pines for the handsome musician, Raj falls hard for the elusive Sakima -- who secretly harbors her own unspoken desires.","Ranbir Kapoor, Sonam Kapoor, Salman Khan, Rani Mukerji, Zohra Sehgal, Zohra Segal, Begum Para",Ranbir Kapoor,True
m/10008752-aaja_nachle,Aaja Nachle,"For dance instructor Dia (Madhuri Dixit), New York City has been home for 11 years. But when she's told her guru in India is dying, she rushes back to Shamli to be by his side and finds that he has passed away, leaving behind an endangered legacy: the Ajanta Theater. This theater, where she learned to dance before emigrating, is in danger of being torn down by politicians, namely Raja Uday Singh (Kunal Kapoor). In an effort to save the theater, Dia must prepare a production in two months.","Madhuri Dixit, Konkona Sen Sharma, Jugal Hansraj, Akshaye Khanna, Kunal Kapoor (II), Uttara Baokar, Sushmita Mukherjee, Vinod Nagpal, Divya Dutta, Raghubir Yadav, Vinay Pathak, Ranvir Shorey, Darshan Jariwala, Irrfan Khan, Yashpal Sharma, Asha Sachdev, Akhilendra Mishra, Felix D'Alviella, Nowaz, Dalai",Madhuri Dixit,True
m/10008754-flawless,Flawless,"A janitor (Michael Caine) convinces a frustrated executive (Demi Moore) to help him steal gems from their employer, the London Diamond Corp.","Demi Moore, David Henry, Michael Caine, Joss Ackland, Nathaniel Parker, Nicholas Jones, Derren Nesbitt, Ben Righton, Shaughan Seymour, David Barrass, Kevan Willis, Silas Carson, Lambert Wilson, Rosalind March, Stanley Townsend, Jonathan Aris, William Scott-Masson, Constantine Gregory, Simon Day, Yemi Ajibade, Natalie Dormer",Demi Moore,False
m/10008760-what_happens_in_vegas,What Happens in Vegas,"During a wild vacation in Las Vegas, career woman Joy McNally (Cameron Diaz) and playboy Jack Fuller (Ashton Kutcher) come to the sober realization that they have married each other after a night of drunken abandon. Besides that, there is a huge jackpot at stake. An implacable judge freezes the prize money and refuses to grant an annulment, so Joy and Jack must try to make their impromptu marriage work.","Cameron Diaz, Ashton Kutcher, Jason Sudeikis, Treat Williams, Deirdre O'Connell, Michelle Krusiec, Dennis Farina, Rob Corddry, Lake Bell, Zach Galifianakis, Queen Latifah, Krysten Ritter, Ricky Garcia, Rick Garcia, Andrew Daly, Benita Robledo, Dennis Miller, Amanda Setton, Toni Busker, Jessica McKee, Ricardo Walker, Valerie Orlik, Ben Best, Clem Cheung, Eric Zuckerman, Caroline Willman, Tommy R. McGoldrick, Billy Eichner, Maddie Corman, Jerry V. Lindsay, Jennifer Trier, Samantha Ridge, Ricahrd M. Schaeffer, Michael P. Molnar, John Eisenberg, Ciarant O'Kelly, Michael Harkins, Patrick Knighton, Adam Zuniga, Aaron Nauta, Christopher Negrin, Brittany Dawn Beall, Ariel Shafir, Sheena Alonzo, Bradley Morone",Cameron Diaz,True
m/10008785-appaloosa,Appaloosa,"Virgil Cole (Ed Harris) and his longtime friend and partner Everett Hitch (Viggo Mortensen) travel the 1880s Southwest, bringing justice to lawless towns desperate enough to hire them. In the mining town of Appaloosa, malevolent rancher Randall Bragg and his cronies ride roughshod over the frightened citizens. As Cole and Hitch work to end Bragg's reign of terror, an unconventional widow (Renee Zellweger) arrives, complicating the job and threatening their bond.","Ed Harris, Viggo Mortensen, Renée Zellweger, Jeremy Irons, Luce Rains, James Tarwater, Boyd Kestner, Gabriel Marantz, Cerris Morgan-Moyer, James Gammon, Timothy Spall, Lance Henriksen, Tom Bower, Bobby Jauregui, Ariadna Gil, Jim Tarwater, Timothy V. Murphy, Bob L. Harris, Benjamin Rosenshein, Erik J. Bockemeier, Fred Hice, Neil Summers, Tim Carroll, Bounthanh Xaynhachack, Art Usher, Cliff Gravel, Mike Watson, Rex Linn, Corby Griesenbeck, Adam Nelson, Daniel T. Parker, Ed Pennybacker, Alvin William ""Dutch"" Lunak, Martin Connelly, Danny Edmo, Argos Maccallum, Cynthia Huerta, Charlene Adams, David Bard, Maria J. Bethke, Scott Brooks, Stephen Chomko, Robert Coleby, Charles Culberson, Robert Down, Jackie Fleming, Jim Granger, Nancy Ann Hibbs, Nick Johnson, Glen Kappy, Kevin Kinsner, Norm Lee, Loretta Lewis, Skip Long, Tom McFarlane, Dani McNutt, Sylvie Mortenson, Sandy Nickal, Kyle Osborne, Hunter Lee Pimparapana, Marvin Rath, Randall Sauls, Claire Schwebke, J. Nathan Simmons, Chloe Slator, John Turner, Walter Bailey, Ernest Andreas, Ian Bell, Todd Bethke, Martin Callahan, Cynthia Clark, Lowell Crawford, Timothy David, Flynn-Bella Ericson, Dennis Foulkrod, Ruben Haddix, Jerrall Hinds, Taryn Johnson, Jeff Kimerling, Daniel Krieger, Kerry Lee, Isabelle Leustig, Denise Lynch, Diana McGuerty, Diana Minfa, Ernest Moya, Michael Max Norris, Trevor Osborn, Michael Neal Powell, L.C. Read, Daphne D. Ross, Darrell Schmidt, Cecily Kuehl Shank, Frankey Singzilay, Isabel Slator, Elizabeth Ann Tuttle, Kristin Walter, David Jensen, Tom Larson, Matthew E. Montoya, Michael Clark, Jerry Fuentes, Tom Johnson, Alex Edmo, Girard Swan, Herman Endito, Alicia Williams, Heather Antonio, Daniel Jon Bergman, Miles Blackman, Mabel Jin Chin, Leonaldan Codanti, Jake Crellin, Rachel De la Torre, Chuck Ferran, Christopher Frechette, Bruce Harders, Perry Jasper, Dale Kappy, Kim Kimerling, Xander Laird, Michael Lente, Jennae Linnell, Lynn Macri, Henry McKeighen, Kim Montoya, Kevin New, Frank Nunn, Dara Osborne, Kristine Rael, Steve Rick, Tom E. Rostkowski, Yvonne Schmidt, Carol Sieber, Edward Sipler, Fionn Thelen, Madeline Walter, J.C. Augare, Anderson Chee, Wes Trudell, Kiela Bird, Bud Connley, Jerry Hardy, Les Schesser, Larry Hinsley, Frank Spencer, Adam Honeyfield, Greg Stevenson",Ed Harris,True
m/10008786-good,Good,"A novel about a mercy killing brings a German professor (Viggo Mortensen) to the attention of the Nazi Party, which now wants him to write a treatise on euthanasia to justify the ""final solution.""","Viggo Mortensen, Jason Isaacs, Jodie Whittaker, Mark Strong (II), Steven Mackintosh, Gemma Jones, Anastasia Hille, Ruth Gemmell, Ralph Riach, Steven Elder, Kevin Doyle, David de Keyser, Annastasia Hille, Adrian Schiller, Rick Warden, Guy Henry, Charlie Condou, Talullah Boote Bond, Benedict Segal, Declan Hannigan, Kelly Wenham, Annámaria Cseh, Paul Brennan, Matt Devere",Viggo Mortensen,True
m/10008830-bill,Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,"Aaron Eckhart, Jessica Alba, Elizabeth Banks, Timothy Olyphant, Logan Lerman, Kristen Wiig, Jason Sudeikis, Holmes Osborne, Craig Bierko, Todd Louiso, Reed Diamond, Andy Zou, Ana Lucasey, Constance Barron, Marisa Coughlan",Aaron Eckhart,True
m/10008849-married_life,Married Life,"After many years of marriage, Harry Allen (Chris Cooper) falls in love with lovely Kay Nesbitt (Rachel McAdams). Harry plots to kill his wife, Pat (Patricia Clarkson), because he feels divorce would be too hard on her. Meanwhile, his roguish best friend, Richard (Pierce Brosnan), is also in love with Kay and would like nothing better than to steal her out from under Harry's nose.","Pierce Brosnan, Chris Cooper, Patricia Clarkson, Rachel McAdams, David Wenham, David Richmond-Peck, Erin Boyes, Terence Kelly, Sheila Paterson, Pauline Crawford, Elijah St. Germain, Rebecca Codling, Timothy Webber, Dolores Drake, Malcom Boddington, Sean Tyson, Ty Olsson, Anna Williams, Kathleen Duborg, Suzanne Ristic, Mike Cook, Dale Floyd, Alex Stevens",Pierce Brosnan,False
m/10008954-untraceable,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.","Diane Lane, Billy Burke, Colin Hanks, Joseph Cross, Mary Beth Hurt, Peter Barent Lewis, Tyrone Giordano, Perla Haney-Jardine, Tim De Zarn, Christopher Cousins, Chris Cousins, Jesse Tyler Ferguson, Trina Adams, Brynn Baron, John Breen, Dan Callahan, Erin Carufel, Ryan Deal, Marilyn Deutsch, Gray Eubank, Pete Ferryman, Kirk Mouser, David Freitas, Betty Moyer, Katie O'Grady, West A. Helfrich, Jamal N. Qutub, Zachary Hoffman, Sarah Brillhart, Diana Brillhart, Ryan Hopkins, Len Huynh, Jim Hyde, Dax Jordan, Dan Liu, Kimberly Maus, Michael Smith, Kerry Tomlinson, David Wilson, Allan Wilson",Diane Lane,True
m/10008991-informers,The Informers,"In 1980s Los Angeles, a group of self-absorbed hedonists drift through their lives without the benefit of a moral compass. A movie executive (Billy Bob Thornton) carries on an affair with a newscaster, while his son (Jon Foster) tries to sort out his relationship with his promiscuous girlfriend (Amber Heard). Meanwhile, a sleazy ex-con (Mickey Rourke) hatches a plan to sell a kidnapped child for some quick cash.","Billy Bob Thornton, Kim Basinger, Winona Ryder, Jon Foster, Amber Heard, Mickey Rourke, Austin Nichols, Lou Taylor Pucci, Fernando Consagra, Aaron Himelstein, Mel Raido, Rhys Ifans, German Tripel, Brad Renfro, Suzanne Ford, Cameron Goodman, Angela Sarafyan, Chris Isaak, Diego Leske, Katy Mixon, Stefanie Neukirch, Peter Scanavino, Theo Rossi, Daniel Rosenberg, Jessica Stroup, Brady Matthews, Jeannette O'Connor, Simone Kessell, Milena Arango, Diego Klattenhoff, Dennis Hopper, Gösta Ekman, Jr., Hardy Krüger, Victor McLaglen, Heather Angel, Preston S. Foster",Billy Bob Thornton,True
m/10009001-the_freshman,The Freshman,"Clark Kellogg (Matthew Broderick) is robbed moments after arriving in New York, so when he sees his mugger several days later, he confronts him. The man promises to return his property and get him a job with his uncle, Carmine Sabatini (Marlon Brando), who turns out to be a Mafia boss. As Clark continues his shady work for Carmine, he discovers an elaborate underworld that has caught the attention of the authorities. As things come to a head, not everything is what it seems.","Marlon Brando, Matthew Broderick, Bruno Kirby, Penelope Ann Miller, Frank Whaley, Jon Polito, Paul Benedict, Richard Gant, Kenneth Welsh, Pamela Payton-Wright, B.D. Wong, Maximilian Schell, Bert Parks, Tex Konig, Leo Cimino, Gianni Russo, Warren Davis, Vera Lockwood, Jefferson Mappin, Daniel Dion, Marnie Edwards, Doug Silberstein, J.H. Millington, Joe Ingoldsby, Fifi Donahue, Drake Arden, David Stratton, Geraldine Quinn, Derek Mitchell, Adrienne Howe, Patricia Andrews, Roy Edward Disney, Amanda Smith, Andrew Airlie, Daniel DeSanto, Wendy Dickson, Trivett Christina",Marlon Brando,False
m/10009029-kenny,Kenny,"Australian Kenny Smyth (Shane Jacobson) has possibly one of the most thankless and off-putting occupations imaginable: He's a plumber who specializes in delivering and maintaining portable toilets to well-populated events. Mockumentary cameras follow Smyth as he juggles his family life with his excrement-soaked travails and eventually works his way to the highlight of his career -- a visit to the International Pumper and Cleaner Expo in Nashville, Tenn., a gathering for renowned plumbing pros.","Shane Jacobson, Eve von Bibra, Alf Scerri, Ronald Jacobson, Jesse Jacobson, Travis Golland, Hayley Preusker, Chris Davis, Saxon Fuller, Ian Dryden, Thomas Uerata, Morihiko Hasebe, Glenn Preusker",Shane Jacobson,True
m/10009063-perfect_holiday,The Perfect Holiday,"Nancy (Gabrielle Union), a divorced mother of three, feels especially lonely during the holidays. Sensing her sadness, Nancy's youngest daughter, Emily (Khail Bryant), has a plan to make her mom happy again. She asks Benjamin (Morris Chestnut), a department-store Santa Claus, to pay Nancy a compliment. And Benjamin, who is also a struggling songwriter, knows exactly the right words to say.","Morris Chestnut, Terrence Howard, Queen Latifah, Gabrielle Union, Faizon Love, Charlie Murphy, Katt Williams, Jill Marie Jones, Rachel True, Malik Hammond, Khail Bryant, Pedro Kim, David Anzuelo, Frank Bonsangue, John Bryant, Paul Woodburn, Modi, Amber Joy Williams, Ira Hawkins, Conor Carroll, Jeremy Gumbs",Morris Chestnut,False
m/10009083-land_of_the_lost,Land of the Lost,"A space-time vortex sucks scientist Rick Marshall (Will Ferrell), his assistant Holly (Anna Friel) and a survivalist Will (Danny R. McBride) into a world populated by dinosaurs and painfully slow creatures called Sleestaks. With few resources at their disposal, Rick, Holly and Will must rely on their only ally, a primate named Chaka (Jorma Taccone), to try to survive long enough to figure out a way back home.","Will Ferrell, Anna Friel, Danny McBride (IV), Jorma Taccone, John Boylan, Matt Lauer, Bobb'e J. Thompson, Sierra McCormick, Shannon Lemke, Steven Wash Jr., Brian Huskey, Kevin Buitrago, Noah Crawford, Jon Kent Ethridge II, Logan Manus, Ben Best, Scott Dorel, Sean Michael Guess, Dennis McNicholas, Chris Henchy, Kurt Carley, Travis Samuel Clark, Daniel George, Todd Christian Hunter, Marti Matulis, Tim Soergel, Douglas Tait, Patrick Wedge, Ana Alexander, Morgan Atias, Jesse Golden, Eve Mauro, Pollyanna McIntosh, Ania Spiering, Leonard Nimoy, Paul Adelstein, Adam Behr, Daamen J. Krall",Will Ferrell,True
m/10009132-rec,[Rec],A reporter (Manuela Velasco) and her cameraman record the horrifying outbreak of a disease that turns humans into vicious cannibals.,"Manuela Velasco, Pablo Rosso, Martha Carbonell, Jorge-Yamam Serrano, Carlos Lasarte, Javier Botet, Claudia Font, Jorge Serrano, Vincente Gil, Ferran Terraza, Teresa Ortega, David Vert, Carlos Vicente, Akemi Goto, Manuel Bronchud, Kao Chen-Min, Maria Lanau, María Teresa Ortega, Claudia Silva, Vicente Gil, Ben Temple, Pep Sais",Manuela Velasco,True
