,Game ID,Team Name,Report,wins,losses,total_points
806,427,Indiana Pacers,"The Indiana Pacers defeated the Charlotte Hornets, 110 - 94, at Bankers Life Fieldhouse on Monday evening. The Pacers (13 - 12) have gotten increasingly healthier over the last week - plus, getting both Paul George and C.J. Miles back from injuries. At the same time, second - year big man Myles Turner has begun to blossom, providing Indiana with a much more well - rounded first unit. That was on display Monday, as George and Turner co - led the team with 22 points on a combined 18 - of - 34 shooting. Meanwhile, while Monta Ellis sat out the contest with a groin strain, Rodney Stuckey was able to provide a scoring lift off the bench in his stead, pacing the second unit with 14 points. The Hornets (14 - 11) saw their first unit turn in lackluster showings overall. They were led by a pair of 13 - point efforts from Marvin Williams and Nicolas Batum, with the former adding two assists, two rebounds and two steals while the latter hauled in 10 boards and dished out three assists. Kemba Walker generated a modest 12 points and supplemented them with five assists, two rebounds and two steals. Michael Kidd-Gilchrist went for six points but did bring down 10 rebounds, and Marco Belinelli paced the second unit with 14 points, three rebounds, two assists and a steal. George complemented his 22 points with five rebounds, three assists and a steal, while Turner recorded seven boards, a steal and four blocks. Jeff Teague turned in a 16 - point, 11 - assist double - double that also included five rebounds and a steal. Glenn Robinson got the start for Ellis, but only provided three points, along with six rebounds, two assists, three blocks and a steal. Thaddeus Young turned in nine points, five boards and an assist, while Miles was also productive off the bench with 11 points, two rebounds, an assist and a pair of blocks. The Hornets hit the road again to face off with the Washington Wizards on Wednesday night, while the Pacers head down to South Florida to face off with the Miami Heat on Wednesday evening as well.
",13,12,110
807,427,Charlotte Hornets,"The Indiana Pacers defeated the Charlotte Hornets, 110 - 94, at Bankers Life Fieldhouse on Monday evening. The Pacers (13 - 12) have gotten increasingly healthier over the last week - plus, getting both Paul George and C.J. Miles back from injuries. At the same time, second - year big man Myles Turner has begun to blossom, providing Indiana with a much more well - rounded first unit. That was on display Monday, as George and Turner co - led the team with 22 points on a combined 18 - of - 34 shooting. Meanwhile, while Monta Ellis sat out the contest with a groin strain, Rodney Stuckey was able to provide a scoring lift off the bench in his stead, pacing the second unit with 14 points. The Hornets (14 - 11) saw their first unit turn in lackluster showings overall. They were led by a pair of 13 - point efforts from Marvin Williams and Nicolas Batum, with the former adding two assists, two rebounds and two steals while the latter hauled in 10 boards and dished out three assists. Kemba Walker generated a modest 12 points and supplemented them with five assists, two rebounds and two steals. Michael Kidd-Gilchrist went for six points but did bring down 10 rebounds, and Marco Belinelli paced the second unit with 14 points, three rebounds, two assists and a steal. George complemented his 22 points with five rebounds, three assists and a steal, while Turner recorded seven boards, a steal and four blocks. Jeff Teague turned in a 16 - point, 11 - assist double - double that also included five rebounds and a steal. Glenn Robinson got the start for Ellis, but only provided three points, along with six rebounds, two assists, three blocks and a steal. Thaddeus Young turned in nine points, five boards and an assist, while Miles was also productive off the bench with 11 points, two rebounds, an assist and a pair of blocks. The Hornets hit the road again to face off with the Washington Wizards on Wednesday night, while the Pacers head down to South Florida to face off with the Miami Heat on Wednesday evening as well.
",14,11,94
808,428,Orlando Magic,"The Orlando Magic (19 - 13) outlasted the Brooklyn Nets (9 - 23) in a tight one Wednesday night at the Amway Center, 100 - 93. It all came down to a wild fourth quarter which included three ties and five lead changes. A Tobias Harris layup with 16 seconds to go gave the Magic a 94 - 93 lead they would not relinquish. Nikola Vucevic led the Magic with 20 points on 9 - 18 shooting and added nine rebounds, including five on the offensive glass. The Magic pulled down 17 offensive rebounds as a team, the main reason they managed to escape with the win despite a 44 percent shooting night. Evan Fournier added 17 points and shot 3 - 8 from three - point land. Nets center Brook Lopez finished with game highs in points (24) and rebounds (15) as he earned his third consecutive double - double. Began Bogdanovic scored 20 points, but was part of the Nets’ struggles from three - point range, as he shot 1 - 6 from three and the team managed just 3 - 20 (15 percent). The Nets have won just two of their last 10 and finish a three - game road trip Saturday against Boston. The Magic have now won four of five and will try to stay hot New Year’s Day against the Wizards in Washington.
",19,13,100
809,428,Brooklyn Nets,"The Orlando Magic (19 - 13) outlasted the Brooklyn Nets (9 - 23) in a tight one Wednesday night at the Amway Center, 100 - 93. It all came down to a wild fourth quarter which included three ties and five lead changes. A Tobias Harris layup with 16 seconds to go gave the Magic a 94 - 93 lead they would not relinquish. Nikola Vucevic led the Magic with 20 points on 9 - 18 shooting and added nine rebounds, including five on the offensive glass. The Magic pulled down 17 offensive rebounds as a team, the main reason they managed to escape with the win despite a 44 percent shooting night. Evan Fournier added 17 points and shot 3 - 8 from three - point land. Nets center Brook Lopez finished with game highs in points (24) and rebounds (15) as he earned his third consecutive double - double. Began Bogdanovic scored 20 points, but was part of the Nets’ struggles from three - point range, as he shot 1 - 6 from three and the team managed just 3 - 20 (15 percent). The Nets have won just two of their last 10 and finish a three - game road trip Saturday against Boston. The Magic have now won four of five and will try to stay hot New Year’s Day against the Wizards in Washington.
",9,23,93
810,429,Dallas Mavericks,"The Dallas Mavericks (12 - 5) defeated the Toronto Raptors (13 - 3) 106 - 102 on Friday. Dallas has won two straight and eight of their last ten games. Monta Ellis scored a game - high 30 points in 36 minutes. Jameer Nelson (back) was held out. Devin Harris started at point guard in his place and finished with eight points and six assists in 33 minutes. Six players scored in double digits for the Mavs, including 14 points from Al-Farouq Aminu off the bench. They continue their road trip with a lighter meal against the Philadelphia 76ers on Saturday. Toronto had their six - game win streak snapped with this loss, but more devestating was that DeMar DeRozan had to leave the game with a left groin strain after 20 minutes of action, and his status going forward is unclear. Louis Williams and Greivis Vasquez picked up the backcourt slack with DeRozan out. Williams scored 16 points in 30 minutes off the bench, while Vasquez put up 14 points and six assists in 25 minutes off the bench. The Raptors will embark on a three - game road trip that begins in Los Angeles on Sunday against the Lakers.
",12,5,106
811,429,Toronto Raptors,"The Dallas Mavericks (12 - 5) defeated the Toronto Raptors (13 - 3) 106 - 102 on Friday. Dallas has won two straight and eight of their last ten games. Monta Ellis scored a game - high 30 points in 36 minutes. Jameer Nelson (back) was held out. Devin Harris started at point guard in his place and finished with eight points and six assists in 33 minutes. Six players scored in double digits for the Mavs, including 14 points from Al-Farouq Aminu off the bench. They continue their road trip with a lighter meal against the Philadelphia 76ers on Saturday. Toronto had their six - game win streak snapped with this loss, but more devestating was that DeMar DeRozan had to leave the game with a left groin strain after 20 minutes of action, and his status going forward is unclear. Louis Williams and Greivis Vasquez picked up the backcourt slack with DeRozan out. Williams scored 16 points in 30 minutes off the bench, while Vasquez put up 14 points and six assists in 25 minutes off the bench. The Raptors will embark on a three - game road trip that begins in Los Angeles on Sunday against the Lakers.
",13,3,102
812,430,Dallas Mavericks,"The Dallas Mavericks (41 - 24) defeated the Los Angeles Lakers (16 - 46) 100 - 93 on Sunday at the Staples Center in Los Angeles. Coming out of the third quarter, the Lakers surprisingly held a 77 - 75 lead. The Mavericks picked it up in the fourth quarter though, out - scoring the Lakers 25 - 16 to end the game and seal the seven - point victory on the road in Los Angeles. The Mavericks were the superior shooters in this one, going 49 percent from the field and 35 percent from the three - point line, while the Lakers finished at 46 percent from the field and just 14 percent from deep. The Lakers also turned the ball over 16 times, while forcing the Mavericks into just eight. Monta Ellis did the bulk of the work offensively for the Mavericks. He went 12 - for - 22 from the field and 5 - for - 7 from the three - point line to score 31 points, while adding three assists in 38 minutes. He had a brutal showing against the Golden State Warriors on Friday, where he shot just 14 percent (2 - for - 14 FG, 0 - 4 3Pt) from the field, so it was good to see him get back on track Sunday. Dirk Nowitzki finished with 12 points (5 - 12 FG, 2 - 5 3Pt) and four rebounds in 26 minutes. He has n't been scoring much lately, as he's averaging just 13 points over his last four games, which is far less than his season average of 17 points per game. Also scoring less than his season scoring average was Chandler Parsons, who recorded just 11 points (5 - 11 FG, 1 - 5 3Pt, 0 - 1 FT) and six rebounds. Like Nowitzki, he's been playing poorly offensively of late and is averaging just 10 points over his last four games. Despite their performances though, they were still able to come out with the win and end their two - game losing streak. Rookie Jordan Clarkson had a solid game in the losing effort, finishing with 15 points (6 - 13 FG, 0 - 1 3Pt, 3 - 4 FT), six rebounds and five assists. It was his second strong showing in a row, as he's coming off a 25 - point, six - assist performance Friday. Over those two games, he's shot a combined 18 - for - 31 from the field, as he looks to be dialed in and more confident than he's been all season long. Also doing his best to help the Lakers stay in the game was Carlos Boozer, who came off the bench for a team - high of 17 points (8 - 15 FG, 1 - 1 FT), to go along with eight rebounds in 25 minutes. Over his last four games, he's averaging 13 points and 8 rebounds as he continues to be the veteran leader of this team. Wesley Johnson shot well, going 6 - for - 9 from the field and 1 - for - 3 from the three - point line to score 15 points. He's combined for 29 points and nine rebounds over his last two games. Wayne Ellington chipped in with 13 points (6 - 16 FG, 1 - 7 3Pt) and five rebounds as well. The Mavericks' next game will be at home against the Cleveland Cavaliers on Tuesday, while the Lakers will be at home against the Detroit Pistons on Tuesday.
",41,24,100
813,430,Los Angeles Lakers,"The Dallas Mavericks (41 - 24) defeated the Los Angeles Lakers (16 - 46) 100 - 93 on Sunday at the Staples Center in Los Angeles. Coming out of the third quarter, the Lakers surprisingly held a 77 - 75 lead. The Mavericks picked it up in the fourth quarter though, out - scoring the Lakers 25 - 16 to end the game and seal the seven - point victory on the road in Los Angeles. The Mavericks were the superior shooters in this one, going 49 percent from the field and 35 percent from the three - point line, while the Lakers finished at 46 percent from the field and just 14 percent from deep. The Lakers also turned the ball over 16 times, while forcing the Mavericks into just eight. Monta Ellis did the bulk of the work offensively for the Mavericks. He went 12 - for - 22 from the field and 5 - for - 7 from the three - point line to score 31 points, while adding three assists in 38 minutes. He had a brutal showing against the Golden State Warriors on Friday, where he shot just 14 percent (2 - for - 14 FG, 0 - 4 3Pt) from the field, so it was good to see him get back on track Sunday. Dirk Nowitzki finished with 12 points (5 - 12 FG, 2 - 5 3Pt) and four rebounds in 26 minutes. He has n't been scoring much lately, as he's averaging just 13 points over his last four games, which is far less than his season average of 17 points per game. Also scoring less than his season scoring average was Chandler Parsons, who recorded just 11 points (5 - 11 FG, 1 - 5 3Pt, 0 - 1 FT) and six rebounds. Like Nowitzki, he's been playing poorly offensively of late and is averaging just 10 points over his last four games. Despite their performances though, they were still able to come out with the win and end their two - game losing streak. Rookie Jordan Clarkson had a solid game in the losing effort, finishing with 15 points (6 - 13 FG, 0 - 1 3Pt, 3 - 4 FT), six rebounds and five assists. It was his second strong showing in a row, as he's coming off a 25 - point, six - assist performance Friday. Over those two games, he's shot a combined 18 - for - 31 from the field, as he looks to be dialed in and more confident than he's been all season long. Also doing his best to help the Lakers stay in the game was Carlos Boozer, who came off the bench for a team - high of 17 points (8 - 15 FG, 1 - 1 FT), to go along with eight rebounds in 25 minutes. Over his last four games, he's averaging 13 points and 8 rebounds as he continues to be the veteran leader of this team. Wesley Johnson shot well, going 6 - for - 9 from the field and 1 - for - 3 from the three - point line to score 15 points. He's combined for 29 points and nine rebounds over his last two games. Wayne Ellington chipped in with 13 points (6 - 16 FG, 1 - 7 3Pt) and five rebounds as well. The Mavericks' next game will be at home against the Cleveland Cavaliers on Tuesday, while the Lakers will be at home against the Detroit Pistons on Tuesday.
",16,46,93
814,431,San Antonio Spurs,"The San Antonio Spurs (5 - 3) defeated the Los Angeles Lakers (1 - 8) 93 - 80 on Friday. San Antonio has won three straight games. Every team on the Spurs' schedule through their first eight games is a projected playoff team, excluding the Lakers of course. Their schedule begins to loosen up some in the next couple weeks with the Spurs facing several lottery - bound teams. Los Angeles could n't do anything on offense against the Spurs. The Lakers shot 37 percent from the field and 17 percent from beyond the arc. Kobe Bryant shot just 1 - for - 14 from the field to finish with a season - low nine points. The Spurs will finish off their current four - game roadtrip Saturday against the Kings in Sacramento. Los Angeles has a day off before hosting the Golden State Warriors on Sunday.
",5,3,93
815,431,Los Angeles Lakers,"The San Antonio Spurs (5 - 3) defeated the Los Angeles Lakers (1 - 8) 93 - 80 on Friday. San Antonio has won three straight games. Every team on the Spurs' schedule through their first eight games is a projected playoff team, excluding the Lakers of course. Their schedule begins to loosen up some in the next couple weeks with the Spurs facing several lottery - bound teams. Los Angeles could n't do anything on offense against the Spurs. The Lakers shot 37 percent from the field and 17 percent from beyond the arc. Kobe Bryant shot just 1 - for - 14 from the field to finish with a season - low nine points. The Spurs will finish off their current four - game roadtrip Saturday against the Kings in Sacramento. Los Angeles has a day off before hosting the Golden State Warriors on Sunday.
",1,8,80
816,432,Hornets,"The Hornets bounced back from a 31 - 20 first - quarter deficit to limit the Raptors to 27 points over the second and third periods. However, Toronto won the final 12 minutes by a 32 - 10 margin, erasing Charlotte's 17 - point lead and sealing the improbable win. Kyle Lowry's 21 points paced the Raptors and Norman Powell managed 17 points. DeMarre Carroll produced a 13 - point, 11 - rebound double - double. DeMar DeRozan shot just 5 - of - 19 on the way to a 10 - point tally. Jonas Valanciunas matched DeRozan's scoring total and hauled in 11 boards, while Delon Wright led the second unit with an 11 - point total. Frank Kaminsky's 27 points led Charlotte. Kemba Walker was next with a near double - double of 24 points and nine assists. Nicolas Batum turned in 10 points, while Michael Kidd-Gilchrist hauled in 14 rebounds. Jeremy Lamb's six points led the bench.
",-1,-1,-1
817,432,Raptors,"The Hornets bounced back from a 31 - 20 first - quarter deficit to limit the Raptors to 27 points over the second and third periods. However, Toronto won the final 12 minutes by a 32 - 10 margin, erasing Charlotte's 17 - point lead and sealing the improbable win. Kyle Lowry's 21 points paced the Raptors and Norman Powell managed 17 points. DeMarre Carroll produced a 13 - point, 11 - rebound double - double. DeMar DeRozan shot just 5 - of - 19 on the way to a 10 - point tally. Jonas Valanciunas matched DeRozan's scoring total and hauled in 11 boards, while Delon Wright led the second unit with an 11 - point total. Frank Kaminsky's 27 points led Charlotte. Kemba Walker was next with a near double - double of 24 points and nine assists. Nicolas Batum turned in 10 points, while Michael Kidd-Gilchrist hauled in 14 rebounds. Jeremy Lamb's six points led the bench.
",1,-1,-1
818,433,New York Knicks,"The New York Knicks (4 - 10) defeated the Philadelphia 76ers (0 - 13) 91 - 83 on Friday. New York was coming off of two straight losses, and with the winless Sixers looking for a win, this looked like it might turn into a tough game for the Knicks. Jose Calderon (calf) made his season debut and was slotted directly into the starting lineup. He finished with three points and three assists in 21 minutes. The Knicks will begin a three - game road trip in Houston on Monday against the Rockets. Philadelphia has lost 13 straight to begin the season, and while the struggling Knicks looked like a chance for the Sixers to finally secure their elusive first win of the season, the Knicks showed that they are n't quite as forlorn as the Sixers. Nerlens Noel had the best game of his rookie career Saturday. He put up 17 points and 12 rebounds in 39 minutes. The Sixers will return home to host the Portland Trail Blazers on Monday.
",4,10,91
819,433,Philadelphia 76ers,"The New York Knicks (4 - 10) defeated the Philadelphia 76ers (0 - 13) 91 - 83 on Friday. New York was coming off of two straight losses, and with the winless Sixers looking for a win, this looked like it might turn into a tough game for the Knicks. Jose Calderon (calf) made his season debut and was slotted directly into the starting lineup. He finished with three points and three assists in 21 minutes. The Knicks will begin a three - game road trip in Houston on Monday against the Rockets. Philadelphia has lost 13 straight to begin the season, and while the struggling Knicks looked like a chance for the Sixers to finally secure their elusive first win of the season, the Knicks showed that they are n't quite as forlorn as the Sixers. Nerlens Noel had the best game of his rookie career Saturday. He put up 17 points and 12 rebounds in 39 minutes. The Sixers will return home to host the Portland Trail Blazers on Monday.
",0,13,83
820,434,Indiana Pacers,"The Indiana Pacers (5 - 4) defeated the Boston Celtics (3 - 4) 102 - 91 on Wednesday at the TD Garden in Boston. In a relatively sloppy game with 37 combined turnovers, it was the Pacers who were able to come into Boston and steal an 11 - point victory. They were the superior shooters as a team, going 48 percent from the field and 35 percent from the three - point line, while the Celtics shot just 41 percent from the field and a paltry 17 percent from beyond the arc. With the higher shooting percentages, as well as a 41 - 36 rebounding advantage, the Pacers were able to seal the win. Paul George's re - emergence this season coninued Wednesday with a 26 - point (10 - 22 FG, 2 - 5 3Pt, 4 - 5 FT), 10 - rebound performance. George sat out all but six games last season with a broken leg, but is now putting up career numbers to start the year, averaging 24 points, 9 rebounds, 5 assists and 2 steals over 36 minutes per game. The double - double also marked his fifth on the young season already, so George is showing some serious production. C.J. Miles saw extended time with Rodney Stuckey out due to an ankle injury. He took advantage of the extra minutes, scoring 17 points (6 - 10 FG, 1 - 4 3Pt, 4 - 4 FT), to go along with five rebounds and two steals. In injury related news, the Pacers did see one of their top young prospects leave the game. Rookie Myles Turner suffered a sprained thumb in the first quarter and was forced to sit out the rest of the game. Marcus Smart made his much anticipated return to the court after sitting out the last three games due to a toe injury. Coach Brad Stevens had him come off the bench, where he struggled to just eight points (1 - 6 FG, 0 - 4 3Pt, 6 - 8 FT) and two assists over 21 minutes. Considering Avery Bradley was sidelined with a leg injury as well, Isaiah Thomas and Evan Turner were the make - shift backcourt for the Celtics. They were the most productive players on the court, as Turner finished with 20 points (9 - 13 FG, 2 - 2 FT) and three assists, while Thomas added 14 points (4 - 13 FG, 1 - 4 3Pt, 5 - 7 FT) and four assists. The 20 points were a season high for Turner, who's now scored in double figures in four straight games. Jared Sullinger chipped in with an 11 - point (5 - 10 FG, 1 - 3 3Pt), 11 - rebound double - double as well. The Pacers' next game will be at home against the Minnesota Timberwolves on Friday, while the Celtics will remain at home in a matchup with the Atlanta Hawks on Friday.
",5,4,102
821,434,Boston Celtics,"The Indiana Pacers (5 - 4) defeated the Boston Celtics (3 - 4) 102 - 91 on Wednesday at the TD Garden in Boston. In a relatively sloppy game with 37 combined turnovers, it was the Pacers who were able to come into Boston and steal an 11 - point victory. They were the superior shooters as a team, going 48 percent from the field and 35 percent from the three - point line, while the Celtics shot just 41 percent from the field and a paltry 17 percent from beyond the arc. With the higher shooting percentages, as well as a 41 - 36 rebounding advantage, the Pacers were able to seal the win. Paul George's re - emergence this season coninued Wednesday with a 26 - point (10 - 22 FG, 2 - 5 3Pt, 4 - 5 FT), 10 - rebound performance. George sat out all but six games last season with a broken leg, but is now putting up career numbers to start the year, averaging 24 points, 9 rebounds, 5 assists and 2 steals over 36 minutes per game. The double - double also marked his fifth on the young season already, so George is showing some serious production. C.J. Miles saw extended time with Rodney Stuckey out due to an ankle injury. He took advantage of the extra minutes, scoring 17 points (6 - 10 FG, 1 - 4 3Pt, 4 - 4 FT), to go along with five rebounds and two steals. In injury related news, the Pacers did see one of their top young prospects leave the game. Rookie Myles Turner suffered a sprained thumb in the first quarter and was forced to sit out the rest of the game. Marcus Smart made his much anticipated return to the court after sitting out the last three games due to a toe injury. Coach Brad Stevens had him come off the bench, where he struggled to just eight points (1 - 6 FG, 0 - 4 3Pt, 6 - 8 FT) and two assists over 21 minutes. Considering Avery Bradley was sidelined with a leg injury as well, Isaiah Thomas and Evan Turner were the make - shift backcourt for the Celtics. They were the most productive players on the court, as Turner finished with 20 points (9 - 13 FG, 2 - 2 FT) and three assists, while Thomas added 14 points (4 - 13 FG, 1 - 4 3Pt, 5 - 7 FT) and four assists. The 20 points were a season high for Turner, who's now scored in double figures in four straight games. Jared Sullinger chipped in with an 11 - point (5 - 10 FG, 1 - 3 3Pt), 11 - rebound double - double as well. The Pacers' next game will be at home against the Minnesota Timberwolves on Friday, while the Celtics will remain at home in a matchup with the Atlanta Hawks on Friday.
",3,4,91
822,435,Dallas Mavericks,"The Dallas Mavericks (27 - 22) took down the struggling Brooklyn Nets (12 - 35) on Friday, 91 - 79. The Mavericks have remained solidly in the Western Conference playoff picture despite losing multiple starters to free agency this offseason. Dallas has been boosted by small forward Chandler Parsons' return from injury. Parsons led the team with 19 points against Brooklyn while also pulling down 10 rebounds. Georgian center Zaza Pachulia, whose campaign for the NBA All-Star game nearly landed him a starting nod, also notched a double - double, recording 16 points and 12 rebounds. The Nets hold the third - worst record in the NBA, and do not hold their own draft pick next year (Boston received Brooklyn's unprotected 2016 pick as part of a previous trade). Despite these negatives, the team has seen bright play from Brook Lopez and Thaddeus Young in the frontcourt. Lopez led the game with 28 points and grabbed 12 rebounds, while Young posted an 11 - point, 10 - rebound double - double while grabbing five steals. Brooklyn will travel to New Orleans on Saturday to take on the Pelicans. Meanwhile, Dallas will play host to Phoenix on Sunday.
",27,22,91
823,435,Brooklyn Nets,"The Dallas Mavericks (27 - 22) took down the struggling Brooklyn Nets (12 - 35) on Friday, 91 - 79. The Mavericks have remained solidly in the Western Conference playoff picture despite losing multiple starters to free agency this offseason. Dallas has been boosted by small forward Chandler Parsons' return from injury. Parsons led the team with 19 points against Brooklyn while also pulling down 10 rebounds. Georgian center Zaza Pachulia, whose campaign for the NBA All-Star game nearly landed him a starting nod, also notched a double - double, recording 16 points and 12 rebounds. The Nets hold the third - worst record in the NBA, and do not hold their own draft pick next year (Boston received Brooklyn's unprotected 2016 pick as part of a previous trade). Despite these negatives, the team has seen bright play from Brook Lopez and Thaddeus Young in the frontcourt. Lopez led the game with 28 points and grabbed 12 rebounds, while Young posted an 11 - point, 10 - rebound double - double while grabbing five steals. Brooklyn will travel to New Orleans on Saturday to take on the Pelicans. Meanwhile, Dallas will play host to Phoenix on Sunday.
",12,35,79
824,436,Sacramento Kings,"The Sacramento Kings (10 - 15) defeated the Houston Rockets (12 - 14) 107 - 97 in a sloppy game on Tuesday. In a battle of two of the worst defenses in the NBA, the offenses played poorly. It's not like the defenses played well either, as Houston shot just 41 percent from the field. Sacramento did shoot 51 percent, but committed an ugly 28 turnovers in the win. There were a combined 30 steals and 49 turnovers in the game and those are not far off from NBA records. The Rockets came into this game in the second half of a back - to - back and they played tired. There were numerous possessions where players were standing around and way too many defensive lapses when there was simply no defense being played at all. The team was outrebounded 47 to 36 and shot just 31 percent from three - point range. Those are indications of a tired team, but the effort simply wasn’t there. James Harden was spectacular yet again though, as he tallied 33 points, seven rebounds and six assists in the defeat. Houston will have a good opportunity to bounce back when they take on the Los Angeles Lakers on Thursday in their next game. It's not too often a team commits 28 turnovers and wins, but the Kings managed to pull that off somehow on Tuesday. They played without Rajon Rondo, but all the other starters filled - in nicely in his absence. Darren Collison was the starting point guard for this game and played extremely well, accumulating 14 points, 13 assists and seven rebounds in the win. DeMarcus Cousins also stepped up in Rondo's absence, totaling 26 points and 12 rebounds. Rudy Gay and Omri Casspi also chipped in for some great games, as they combined for 36 points, 19 rebounds, nine assists and eight steals in the victory. This was a great team performance from Sacramento and it's nice to see everyone chipping in without Rondo in the lineup. The Kings have a few days off until their next game, when they take on the struggling Minnesota Timberwolves on Friday.
",10,15,107
825,436,Houston Rockets,"The Sacramento Kings (10 - 15) defeated the Houston Rockets (12 - 14) 107 - 97 in a sloppy game on Tuesday. In a battle of two of the worst defenses in the NBA, the offenses played poorly. It's not like the defenses played well either, as Houston shot just 41 percent from the field. Sacramento did shoot 51 percent, but committed an ugly 28 turnovers in the win. There were a combined 30 steals and 49 turnovers in the game and those are not far off from NBA records. The Rockets came into this game in the second half of a back - to - back and they played tired. There were numerous possessions where players were standing around and way too many defensive lapses when there was simply no defense being played at all. The team was outrebounded 47 to 36 and shot just 31 percent from three - point range. Those are indications of a tired team, but the effort simply wasn’t there. James Harden was spectacular yet again though, as he tallied 33 points, seven rebounds and six assists in the defeat. Houston will have a good opportunity to bounce back when they take on the Los Angeles Lakers on Thursday in their next game. It's not too often a team commits 28 turnovers and wins, but the Kings managed to pull that off somehow on Tuesday. They played without Rajon Rondo, but all the other starters filled - in nicely in his absence. Darren Collison was the starting point guard for this game and played extremely well, accumulating 14 points, 13 assists and seven rebounds in the win. DeMarcus Cousins also stepped up in Rondo's absence, totaling 26 points and 12 rebounds. Rudy Gay and Omri Casspi also chipped in for some great games, as they combined for 36 points, 19 rebounds, nine assists and eight steals in the victory. This was a great team performance from Sacramento and it's nice to see everyone chipping in without Rondo in the lineup. The Kings have a few days off until their next game, when they take on the struggling Minnesota Timberwolves on Friday.
",12,14,97
826,437,Cleveland Cavaliers,"The Cleveland Cavaliers (14 - 9) defeated the Charlotte Hornets (6 - 18) 97 - 88 on Monday. Cleveland ended their two - game losing streak with the win. LeBron James led the way for the Cavs with a double - double of a game - high 27 points and 13 assists. Kevin Love chipped in a double - double of his own, putting up 22 points and 18 rebounds. Mike Miller sat out a sixth straight game with concussion symptoms. Dion Waiters (abdomen) and Matthew Delladova (illness) were able to play after dealing with ailments over the weekend. Charlotte got off to a horrible start in the first quarter, beginning the game on an 0 - 21 stretch in which the Hornets allowed 21 points to the Cavaliers, while scoring none of their own. Michael Kidd-Gilchrist reclaimed his spot as the starting small forward, pushing Gerald Henderson back to a bench role and Lance Stephenson back to shooting guard. Kemba Walker led the fight back for the Hornets, finishing with a team - high 24 points, but it was the play of Charlotte's bench that allowed them to end the game respectably. The Cavaliers will host the Atlanta Hawks on Wednesday, while the Hornets will also play Wednesday, hosting the Phoenix Suns.
",14,9,97
827,437,Charlotte Hornets,"The Cleveland Cavaliers (14 - 9) defeated the Charlotte Hornets (6 - 18) 97 - 88 on Monday. Cleveland ended their two - game losing streak with the win. LeBron James led the way for the Cavs with a double - double of a game - high 27 points and 13 assists. Kevin Love chipped in a double - double of his own, putting up 22 points and 18 rebounds. Mike Miller sat out a sixth straight game with concussion symptoms. Dion Waiters (abdomen) and Matthew Delladova (illness) were able to play after dealing with ailments over the weekend. Charlotte got off to a horrible start in the first quarter, beginning the game on an 0 - 21 stretch in which the Hornets allowed 21 points to the Cavaliers, while scoring none of their own. Michael Kidd-Gilchrist reclaimed his spot as the starting small forward, pushing Gerald Henderson back to a bench role and Lance Stephenson back to shooting guard. Kemba Walker led the fight back for the Hornets, finishing with a team - high 24 points, but it was the play of Charlotte's bench that allowed them to end the game respectably. The Cavaliers will host the Atlanta Hawks on Wednesday, while the Hornets will also play Wednesday, hosting the Phoenix Suns.
",6,18,88
828,438,Spurs,"The Spurs saw a solid set of stat lines en route to a win over the Clippers on Friday. Superstar forward Kawhi Leonard led the team with 21 points on 7 - of - 16 shooting. Veteran Pau Gasol returned from injury with a double - double off the bench, netting 17 points and 11 rebounds. Point guard Tony Parker also had 17 points. The Spurs shot under 43 percent but held a 51 - 36 advantage in the rebounding column. San Antonio hit nine three - pointers. All-Star Clippers forward Blake Griffin led the team with 29 points on 9 - of - 17 shooting. He also had nine rebounds and five assists. Bench point guard Austin Rivers had a solid 23 points. Superstar point guard Chris Paul returned from injury and posted a line of 17 points, six rebounds, and five assists. The Clippers only shot 44 percent and had just seven three - pointers.
",1,-1,-1
829,438,Clippers,"The Spurs saw a solid set of stat lines en route to a win over the Clippers on Friday. Superstar forward Kawhi Leonard led the team with 21 points on 7 - of - 16 shooting. Veteran Pau Gasol returned from injury with a double - double off the bench, netting 17 points and 11 rebounds. Point guard Tony Parker also had 17 points. The Spurs shot under 43 percent but held a 51 - 36 advantage in the rebounding column. San Antonio hit nine three - pointers. All-Star Clippers forward Blake Griffin led the team with 29 points on 9 - of - 17 shooting. He also had nine rebounds and five assists. Bench point guard Austin Rivers had a solid 23 points. Superstar point guard Chris Paul returned from injury and posted a line of 17 points, six rebounds, and five assists. The Clippers only shot 44 percent and had just seven three - pointers.
",-1,1,-1
